symptoms,body_part,clinic_department,description,medicine_name
心力衰竭|紫绀|溃疡|晕厥|昏迷|肌肉萎缩|肌性肌无力,四肢,"外科,心血管内科","　　血栓性闭塞性脉管炎,是一种发生在周围血管的慢性、闭塞性、炎症性疾病,多伴有继发性神经病变，主要发生于四肢的中、小动脉和静脉,尤以下肢多见。",血栓闭塞性脉管炎
结节|溃疡|肌性肌无力|身痛|周围血管征,四肢,"心血管内科,血管外科","　　血栓性浅静脉炎是位于人体体表可视静脉发生血栓性炎症,临床表现为沿浅静脉走行部位，红、肿,热、痛，有条索状物或硬结节,触痛明显，是临床上常见疾病。血栓可以引起炎症,炎症也可以引起血栓，两者互为因果。",四肢血栓性浅静脉炎
紫绀|溃疡|瘫痪|肌肉萎缩|周围血管征|雷诺现象,四肢,"外科,心血管内科","　　雷诺（Raynaud）综合征是指肢端动脉阵发性痉挛,常于寒冷刺激或情绪激动等因素影响下发病，表现为肢端皮肤颜色间歇性苍白、紫绀和潮红的改变,一般以上肢较重，偶见于下肢。",雷诺病(肢端紫绀坏死症)
呼吸异常|急性呼吸窘迫综合征|代谢性酸中毒|呼吸性酸中毒|混合型酸碱平衡紊乱|周围血管征,全身,"呼吸内科,心血管内科","    是指伴有休克的一种重症肺炎,多由毒力极强的革兰阳或阴性菌感染所致，病情严重进展迅速。常发生各种严重并发症,如不及时救治，可危及生命。","休克型肺炎(重症肺炎,中毒性肺炎)"
心力衰竭|紫绀|溃疡|出汗异常|无明显症状,全身,"外科,心血管内科","    先天性动静脉瘘是由于胚胎始基在演变过程中,发育异常，以致动静脉之间有不正常交通引起。过去,先天性动静脉瘘有许多命名：如海绵状动脉瘤（cirsoid aneurysm）、葡萄状动脉瘤（racemose aneurysm）、蔓状丛状血管瘤（auqioma arterial plexiforne）,先天性静脉瘤（conqenital phlebarteriectasia）、还有Klippel Trenaunary Syndrome和parkes-weber Syndrome。Malan和puqlionis提出了一种简单分类法,即根据静脉或动脉那一种组织占优势而进行分类。他们认为绝大多数是静脉占优势。",先天性动静脉瘘(先天性静脉瘤)
溃疡|肌肉萎缩|肌性肌无力,下肢,"外科,心血管内科","    下肢静脉瓣膜关闭不全是一种常见疾病,多发生在持久从事体力劳动或站立工作人员，在农民、理发员,运动员、外科医师等人群中发病率较高。下肢静脉瓣膜关节不全主要产生患肢沉重,酸胀、乏力，并可有表浅静脉曲张,色素沉着、皮炎、肿胀和经久不愈的溃疡,不仅病人颇感痛苦，且影响劳动力。",原发性下肢静脉瓣膜关闭不全
水肿|多尿|少尿|血尿|血红蛋白尿|急性肾衰竭|毛细血管扩张症|周围血管征|贫血,腰部,"泌尿外科,肾内科","    肾硬化症包括肾动脉粥样硬化引起的动脉性肾硬化,和高血压引起的良性肾硬化及恶性肾硬化。肾动脉粥样硬化是全身性动脉粥样硬化的一部分，多见于老年人,伴或不伴有高血压。",肾硬化症
腹泻|高钙血症,腹部,"肝胆外科,外科","    血管活性肠肽瘤（VIPoma）是胰岛D1细胞的良性或恶性肿瘤,由于D1细胞分泌大量血管活性肠肽（Vasoactive Intestinal Peptide,VIP）而引起严重水泻（Watery diarrhea）、低钾血症（Hypopotassemia）、胃酸缺乏（Achlorhydria）或胃酸过少（Hypochlorhydria）,故又称为WDHA或WDHH综合征。","血管活性肠肽瘤(WDHA综合症,WDHH综合征,Verner-Morrison综合征)"
心音异常|心悸|心律失常|心力衰竭|头痛|眩晕|晕厥|昏迷|呼吸异常,胸部,"心胸外科,心血管内科","    心绞痛(angina pectoris)是冠状动脉供血不足,心肌急剧的、暂时缺血与缺氧所引起的临床综合征。其特点为阵发性的前胸压榨性疼痛感觉,可伴有其他症状,疼痛主要位于胸骨后部，可放射至心前区与左上肢，常发生于劳动或情绪激动时,持续数分钟，休息或用硝酸酯制剂后消失。本病多见于男性,多数病人在40岁以上，劳累、情绪激动,饱食、受寒、阴雨天气,急性循环衰竭等为常见的诱因。","心绞痛(冠心病,缺血性心脏病)"
心脏杂音|身痛,全身,血管外科,"    血管肉瘤也称恶性血管内皮瘤,是由血管内皮细胞或向血管内皮细胞方向分化的间叶细胞发生的恶性肿瘤，较少见。",血管肉瘤
