symptoms,body_part,clinic_department,description,medicine_name
糖尿|消瘦|多尿,全身,内分泌科,"    糖尿病是由遗传和环境因素相互作用而引起的常见病,临床以高血糖为主要标志，常见症状有多饮、多尿,多食以及消瘦等,糖尿病若得不到有效的治疗，可引起身体多系统的损害。引起胰岛素绝对或相对分泌不足以及靶组织细胞对胰岛素敏感性降低,引起蛋白质、脂肪,水和电解质等一系列代谢紊乱综合征，其中一高血糖为主要标志。临床典型病例可出现多尿,多饮、多食、消瘦等表现,即“三多一少”症状。",糖尿病
水肿|肥胖症|低钾血症,腹部,"内科,消化内科","    “异位激素分泌综合症”,指某一起源于非内分泌组织的肿瘤产生了某种激素，或是起源于内分泌腺的肿瘤（如甲状腺髓样癌），除产生此内分泌腺正常时分泌的激素（降钙素） 外,还释放其他激素。异位ACTH综合征是发现最早并研究得最广泛的异位激素分泌综合征。多见于APUD瘤,如燕麦细胞支气管肺癌（约占半数）。不同部位的类癌，还有胰岛癌,甲状腺 髓样癌、嗜铬细胞瘤、神经母细胞,黑色素瘤等。非APUD瘤，如肺腺癌,鳞状细胞癌。肝癌也可引起。",异位ACTH综合征
多尿,腰部,"内分泌科,肾内科","    尿崩症（diabetes insipindus）是指血管加压素（vasopressin,VP）又称抗利尿激素（antidiuretic hormone,ADH） 分泌不足（又称中枢性或垂体性尿崩症）,或肾脏对血管加压素反应缺陷（又称肾性尿崩症）而引起的一组症群，其特点是多尿、烦渴,低比重尿和低渗尿。",尿崩症(肾性尿崩症)
高血压|低钾血症,腰部,内分泌科,"    原发性醛固酮增多症（简称原醛症）是由肾上腺皮质分泌过多的醛固酮而引起的高血压和低血钾综合征,Conn于1955年首先指出肾上腺皮质腺瘤分泌过多的醛固酮是本病的原因，因此又称此病为Conn综合征。本病占住院的高血压病例的1～2％,是一种可以治愈的继发性高血压。但若病程过长，长期高血压和严重低血钾也可造成严重的危害,醛固酮分泌增多有原发和继发之分。原醛症是由肾上腺病变分泌过多醛固酮所致，而继发性醛固酮增多症是由肾上腺以外的疾病引起肾上腺分泌过多的醛固酮所致,如肝硬化、充血性心力衰竭、肾病综合征,肾性高血压等。",原发性醛固酮增多症(原醛症)
null,颈部,内分泌科,    甲状旁腺功能亢进症(hyperparathyroidism)简称甲旁亢,原发性甲状旁腺功能亢进症
头痛|眩晕|晕厥|昏迷|高颅压综合征|感觉障碍|呼吸异常|恶心与呕吐|肺水肿|水中毒,全身,"内科,内分泌科","系指机体摄入或输入水过多,以致水在体内潴留，引起血液渗透压下降和循环血量增多，又称“水中毒”或稀释性低钠血症,水中毒发生较少，仅在抗利尿激素分泌过多或肾功能不全的情况下，机体摄入水分过多或接受过多的静脉输液,才造成水在体内蓄积，导致水中毒。",水过多(水中毒)
心悸|心律失常|不自主运动|感觉障碍|恶心与呕吐|低镁血症,全身,"内科,内分泌科",血清镁,镁缺乏症(低镁血症)
多尿|头痛|消瘦|恶心与呕吐|其他症状,头部,内分泌科,"    松果体位于间脑的顶上方,主要分泌褪黑素（melatonin），其作用与脑垂体的黑色素细胞刺激素（MSH）相反，使两栖类皮肤色素变浅,松果体是神经内分泌的转换器，起“生物钟”的作用，并可能抑制性腺的活动,松果体瘤按细胞形态学分类有多种，离开松果体而在漏斗附近的肿瘤称异位松果体瘤。",松果体瘤
多尿|少尿|头痛|食欲异常|呼吸异常|恶心与呕吐|代谢性酸中毒,全身,内分泌科,"    指糖尿病患者在各种诱因的作用下,胰岛素明显不足，生糖激素不适当升高，造成的高血糖,高血酮、酮尿、脱水,电解质紊乱、代谢性酸中毒等病理改变的征候群，系内科常见急症之一",糖尿病酮症酸中毒(酮症酸中毒)
昏迷|感觉障碍|脱水|混合型酸碱平衡紊乱|猝死,全身,内分泌科,"    指由各种原因导致肾上腺皮质激素分泌不足或缺如而引起的一系列临床症状,可累及多个系统。主要表现为肾上腺皮质激素缺乏所致的症状，如脱水,血压下降、体位性低血压、虚脱,厌食、呕吐、精神不振,嗜睡乃至昏迷。",肾上腺危象(急性肾上腺皮质功能减退症)
心律失常|步态异常|感觉障碍|肌性肌无力|高镁血症,全身,"内科,内分泌科","镁过多症系一种少见的生化异常,肾功能损害是发生高血镁最主要的原因。但大多数引起症状的镁过多症均与使用含镁药物有关。",镁过多症
男性不育|闭经|毛发异常|男性乳房发育症|肥胖症|骨质疏松,颈部,内分泌科,"    泌乳素瘤是最常见的垂体瘤,由垂体泌乳素细胞瘤分泌过量泌乳素(PRL)引起的内分泌疾病，临床以高泌乳素血症、溢乳症或溢乳-闭经综合征为主要表现,多见于20～30岁的女性，男性少见。",泌乳素瘤
癫痫和癫痫样发作|感觉障碍|色素异常|毛发异常|指甲异常,颈部,内分泌科,"    自腺体至靶组织细胞之间任何环节的缺陷均可引起甲状旁腺功能减退症（hypoparathyroidism）,可根据病理生理分为血清免疫活性PTH（iPTH）减少，正常和增多性甲状旁腺功能减退症；也可分为继发性，特发性和假性甲状旁腺机能减退症",假性甲状旁腺功能减退症
其他症状,全身,内分泌科,"    性变态旧称性倒错泛指性爱异常的一种性心理障碍的类别,它包括露阴癖，窥淫解、恋物癖,异性装扮癖等多种类型，其共同特征是性兴奋的唤起、性对象的选择以及两性行为方式等出现反复,持久性异乎常态表现。如患者以不寻常的露阴窥淫行为和性想像做为性满足的根源。在人类社会中普遍认为两性之间性器官接触(性交)方式做为合理方式；但露阴癖,窥淫癖患者照例与被害人不做这样的性接触或不做为主要性满足方式。性变态的行为不以生殖为目的，是性变态的行为往往使生殖作用成为不可能,这足以说明性变态行为显然有别于正常人。",性变态
骨质疏松,全身,内分泌科,"    骨质疏松（osteoporosis）系指每个单位内骨组织数量减少,骨骼的生长和发育起自胚胎时期，并持续到出生后20多年。成年人骨骼的数量不再发生变化,但骨的代谢却持续不休，即骨的生成和骨的吸收这两个过程处于平衡状态。年龄超过40岁后骨的生成保持不变,但骨的吸收却增加，数十年后骨组织数量仅及30岁时的一半量。一旦骨的密度降低至难以忍受日常生活中所受的应力,便会发生病理性骨折。",骨质疏松(骨质疏松症)
高血压|脱水,腰部,内分泌科,"    某些肾上腺酶的先天缺陷导致类固醇的生成异常,女性则引起假两性畸形，男性生殖器巨大。酶的缺陷伴有胎儿子宫内过量的雄激素产物,在女性苗勒氏导管结构（即卵巢、子宫和阴道）将正常发育，而过量的雄激素在泌尿生殖系和生殖结节内发挥其男性化效应,以致阴道和尿道连接，肥大的阴蒂低且又开放。阴唇往往也肥大,严重者有尿道下裂和隐睾。肾上腺皮质因大部份分泌具有合成代谢的雄性类固醇而导致不同程度的皮质醇不足。",先天性肾上腺皮质增生症(肾上腺性变态综合征)
其他症状|水肿,颈部,内分泌科,"    慢性淋巴细胞性甲状腺炎（chronic lymphocytic thy-roiditis）又名桥本甲状腺炎（Hashimoto thyroiditis）,是一种自体免疫性疾病。",慢性淋巴细胞性甲状腺炎
脱水,全身,内分泌科,"    是糖尿病的严重急性合并症之一,特点为血糖极高而无明显的酮症酸中毒，脱水，血浆渗透压增高,进行性意识障碍，死亡率高。预后与病人年龄,病情轻重有关，更取决于及时诊断，得当处理",高渗性非酮症性糖尿病昏迷
低血压|色素异常|毛发异常|眩晕|食欲异常|腹泻|恶心与呕吐|腹痛|高钾血症,腰部,内分泌科,"    当两侧肾上腺绝大部分被破坏,出现种种皮质激素不足的表现，称肾上腺皮质功能减退症。可分原发性及继发性,原发性慢性肾上腺皮质功能减退症又称Addison病，比较少见；继发性可见下丘脑－垂体功能低下患者，由于CRF或ACTH的分泌不足,以致肾上腺皮质萎缩。","慢性肾上腺皮质功能减退症(艾迪生病,Addison病)"
