symptoms,body_part,clinic_department,description,medicine_name
眩晕|言语障碍|瘫痪,头,"脑外科,神经内科","    脑血栓形成是指在颅内外供应脑部的动脉血管壁发生病理性改变的基础上,在血流缓慢、血液成分改变或血粘度增加等情况下形成血栓，致使血管闭塞而言",脑血栓
头痛|癫痫和癫痫样发作|其他症状,头部,脑外科,"    脑囊虫病是指猪绦虫的幼虫寄生于脑,脑膜、脑室内引起相应神经功能障碍的疾病。占囊虫病的80%以上,我国华北、东北、西北等地,发病率较高。",脑囊虫病
头痛|高颅压综合征|其他症状,头部,脑外科,"脑瘤,硬脑膜下血肿、脑脓肿及其他占位性病变引起的头痛，在初期主要是因病变邻近疼痛敏感结构被牵拉,移位或因感觉神经直接受压所致。在后期是由于脑脊液循环通路被阻塞，导致颅内压增高,使远离病灶的对疼痛敏感结构被牵拉、扭曲和移位而引起头痛。",颅内占位性病变引起的头痛(头痛)
其他症状|疲劳|头痛,头,脑外科,"　　颅骨缺损是指因开放性颅脑损伤,火器性穿透伤等造成颅骨残缺，而出现的一系列临床症状的疾病。",颅骨缺损
排尿困难及尿潴留|昏迷|瘫痪|感觉障碍|其他症状,头部,脑外科,"    脑血栓形成是指在颅内外供应脑部的动脉血管壁发生病理性改变的基础上,在血流缓慢、血液成分改变或血粘度增加等情况下形成血栓，致使脑血液循环障碍,脑缺血或梗死。",脑血栓形成
鼻出血|头痛|眩晕|晕厥|昏迷|癫痫和癫痫样发作|其他症状,头,脑外科,　　颅底骨折是由于多种原因造成颅底几处薄弱的区域发生的骨折,颅底骨折
高颅压综合征|其他症状,头部,脑外科,"    当颅腔内某一分腔有占位性病变时,该分腔的压力比邻近分腔的压力高，脑组织从高压区向低压区移位，从而引起一系列临床综合征,称为脑疝。",脑疝
高颅压综合征|其他症状,头,脑外科,"　　急性硬脑膜外血肿系指颅脑损伤后颅内出血积聚于硬脑膜外腔内,3天内出现症状者。",急性硬脑膜外血肿
其他症状|头痛|恶心与呕吐,头,脑外科,"    颅内动脉瘤多因脑动脉管壁局部的先天性缺陷和腔内压力增高的基础上引起囊性膨出,是造成蛛网膜下腔出血的首位病因。",颅内动脉瘤
其他症状|身痛|感觉障碍,全身,脑外科,"    周围神经损伤的主要由于外伤,产伤、骨发育异常、铅和酒精中毒等引起受该神经支配的区域出现感竟障碍,运动障碍和营养障碍。周围神经是指中枢神经(脑和脊髓)以外的神经。它包括12对脑神经,31对脊神经和植物性神经(交感神经、副交感神经)。",周围神经损伤
其他症状|不自主运动|共济失调|步态异常|感觉障碍,四肢,"脑外科,神经内科","　　脊髓小脑变性症是以运动失调为主要症状,病理学上是以小脑及其传入、传出途径的变性为主体的疾病，临床上是以肢体共济失调和构音障碍为主要特征",脊髓小脑变性症(脊髓小脑共济失调，脊髓小脑萎缩症，脊椎小脑运动失调症)
,头部,脑外科,"    急性单纯疱疹病毒性脑炎是指疱疹病毒感染引起的脑实质炎性反应,大多数病例由Ⅰ型单纯疱疹病毒所致",急性单纯疱疹病毒性脑炎
感觉障碍|其他症状,头,脑外科,"　　面神经损伤是指暴力作用于头部,造成的同侧面肌无力等面神经障碍的症状的疾病。",面神经损伤
瘫痪|恶心与呕吐|其他症状,头,脑外科,"　　慢性硬膜外血肿是指外伤后少量,持续性出血积聚于颅骨内板和硬膜之间，达到一定体积，引起相应的临床症状的疾病",慢性硬脑膜外血肿
其他症状|发热|头痛|恶心与呕吐,头,"脑外科,神经内科","　　蛛网膜下腔出血是指脑底或脑浅表部位的血管破裂,血液直接进入蛛网膜下腔而言。",蛛网膜下腔出血(脑出血)
高颅压综合征|呼吸异常|其他症状,头部,脑外科,"    小脑扁桃体下疝畸形,又称Chiari畸形，是因后颅凹中线脑结构在胚胎期中的发育异常，小脑扁桃体向下延伸,或和延髓下部甚至Ⅳ脑室，经枕大孔突入颈椎管的一种先天性发育异常。",小脑扁桃体下疝(Arnold-Chiari畸形)
淋巴结肿大|头痛|其他症状,头,脑外科,"    帽状腱膜下脓肿是指帽状腱膜下疏松间隙的化脓性感染,容易扩散，但常限定在帽状腱膜的附丽缘。",帽状腱膜下脓肿
鼻出血|其他症状,头,脑外科,"    外伤性颈内动脉海绵窦瘘是指位于海绵窦内的颈内动脉或其分支,因外伤破裂直接与静脉交通，形成动、静脉瘘,其原因常为颅底骨折而致，在颅脑损伤中的发生率约为2.5%。",外伤性颈内动脉海绵窦瘘
头痛|其他症状,头,脑外科,"    外伤后头痛是指各类头颅外伤后出现的头痛,它可以是一个独立的症状，也可以和其他症状同时存在，例如短时记忆力丧失等",外伤后头痛
其他症状|高颅压综合征,头部,脑外科,"    脑积水是脑脊液生成或循环吸收过程发生障碍而致脑脊液量过多,压力增高，扩大了正常脑脊液所占有的空间，从而继发颅压增高,脑室扩大的总称。",脑积水
其他症状|昏迷|癫痫和癫痫样发作|咳嗽,头,脑外科,"    外伤后脑脂肪栓塞是指当颅脑损伤病人合并有全身多发性损伤或长骨骨折时,脂肪颗粒可以游离人血成为脂肪栓子，造成体内多个器官的脂肪栓塞，其中栓子通过肺一支气管前毛细血管交通支或经右心房未闭的卵圆孔逸入体循环,而致的脑脂肪栓塞。",外伤后脑脂肪栓塞
其他症状|发热|头痛|昏迷|恶心与呕吐,头部,"脑外科,神经内科","    上矢状窦血栓性静脉炎是指急性额窦炎,额部感染性等外伤使细菌经额部板障静脉或颞前板障静脉流入上矢状窦内，引起上矢状窦发生血栓性静脉炎。",上矢状窦血栓性静脉炎
神经痛|其他症状,颈部,"脑外科,神经内科","    舌咽神经痛是指舌咽神经分布区舌后,咽喉部可放射至外耳的阵发性剧痛，病因多为舌神经根近脑干段受血管压迫、肿瘤或原因不明",舌咽神经痛
瘫痪|其他症状,头部,脑外科,"    脑性瘫痪是指出生前,出生时或出生后的一个月内，由于大脑尚未发育成熟，而受到损害或损伤所引起的以运动障碍和姿势障碍为主要表现的综合征",脑性瘫痪(大脑性瘫痪，脑瘫)
心力衰竭|高血压|头痛|昏迷|咳嗽|肺水肿|心脏震颤|高钠血症,全身,"脑外科,内分泌科","钠过多症又叫高钠血症,血清钠浓度>145mmol/L为高钠血症。高钠血症必然合并有血浆渗透压增高，故亦称高钠性高渗综合征,高钠血症仅仅反映血清钠浓度增高，而机体内钠的总量可增多、正常,也可减少。常见于临床上输入氯化钠溶液过，多以细胞外液增多为主发生的组织水肿,肺水肿及心力衰竭。",钠过多(高钠血症)
其他症状|毛发异常,背部,脑外科,"　　脊柱裂是指由于先天性的椎管闭合不全,在脊柱的背或腹侧形成裂口，可伴或不伴有脊膜、神经成分突出的畸形",脊柱裂
视力障碍|共济失调|瘫痪|感觉障碍|其他症状,头部,脑外科,"    进行性多灶性白质脑病(PML)系指在白血病,淋巴肉瘤及内脏癌肿等疾病的基础上，中枢神经白质发生弥漫性多灶性髓鞘变性的一种疾病。",进行性多灶性白质脑病
其他症状|头痛|眩晕,头,脑外科,"　　脑外伤病人在急性创伤已恢复之后,仍有许多自觉症状长期不能消除，但临床上又没有确切的神经系统阳性体征，甚至通过CT,MRI等检查亦无异常发现。这类病人往往是轻度或中度闭合性颅脑损伤，伤后一般情况恢复较好,但头昏、头痛及某些程度不一的植物神经功能失调或精神性症状却经久不愈。如果这些症状持续至伤后3个月以上仍无好转时,即称之为脑外伤后综合征。",脑损伤后综合征
颈肩痛|其他症状,颈部,脑外科,"    颈椎半脱位主要是椎体间小关节之间发生轻度的移位,一般为前方脱位和侧方脱位两种，以前方脱位为多见。",颈椎半脱位
其他症状|尿失禁与遗尿|感觉障碍,颈部,脑外科,"    构成颈椎管各解剖结构因发育性或退变因素造成骨性或纤维性退变引起一个或多个平面管腔狭窄,导致脊髓血液循环障碍、脊髓及神经根压迫症者为颈椎管狭窄症。",颈椎管狭窄症
其他症状|癫痫和癫痫样发作,头,脑外科,"    外伤性癫痫是指继发于颅脑损伤后的癫痫性发作,可发生在伤后的任何时间，甚难预料，早者于伤后即刻出现,晚者可在头伤痊愈后多年始突然发作。",外伤性癫痫
发热|身痛|其他症状,颈部,脑外科,    颈椎结核绝大多数继发于呼吸系统和消化系统结核病的病变,颈椎结核
头痛|恶心与呕吐|其他症状,头,脑外科,"　　急性及亚急性脑内血肿是指外伤后脑实质内出血形成的血肿,呈急性(症状在伤后3天内出现)或亚急性发病者(症状在伤后4天至3周内出现)。",急性及亚急性脑内血肿
身痛|其他症状,颈部,脑外科,"    颈椎黄韧带骨化症是指颈椎黄韧带反复的损伤累及和反应性修复过程导致了韧带的骨化,从而引起一系列症状的一类疾病。",颈椎黄韧带骨化症
