symptoms,body_part,clinic_department,description,medicine_name
猝死|呼吸异常|胸痛|心脏杂音|心脏震颤|心律失常|心力衰竭|高血压|心悸,胸部,心血管内科,"    冠心病是一种由冠状动脉器质性(动脉粥样硬化或动力性血管痉挛)狭窄或阻塞引起的心肌缺血缺氧(心绞痛)或心肌坏死(心肌梗塞)的心脏病,亦称缺血性心脏病",冠心病(冠状动脉粥样硬化性心脏病)
视力障碍|发热|言语障碍|瘫痪|咳嗽|恶心与呕吐|少尿,全身,心血管内科,"    高血压可分为良性和恶性两型,恶性又称急进型高血压，舒张压很高，引起肾脏坏死性小动脉炎,氮质血症，如不治疗，大约一年死亡,恶性高血压在原发性高血压中发生率为1%。",高血压危象
发热|紫绀|杵状指（趾）|咳嗽|啰音,胸部,"呼吸内科,心血管内科","    肺泡蛋白沉着症（pulmonary alveolar proteinosis）指原因不明的肺泡内弥漫性蛋白沉着,首先由Rose于1958年报告，迄今文献报告约400～500例，国内于1965首例报告,临床以进行性气促为特征，支气管肺泡灌洗是诊断与治疗的主要手段。预后相差很大,有自愈，也有发现后一、二年内死亡的","肺泡蛋白沉着症(PAP,Rosen-Castle-man-Liebow综合征)"
眩晕|晕厥|昏迷|呼吸异常|心脏杂音|猝死|心音异常,胸部,心血管内科,"    窦房结冲动形成暂停或中断,以及窦性活动及其所致心房和心室活动相应暂停，称为窦性停搏，也叫窦性静止",窦性停搏(窦性静止)
紫绀|咳嗽|胸痛|呼吸性酸中毒|混合型酸碱平衡紊乱,胸部,"心胸外科,呼吸内科","    肺水肿是肺脏内血管与组织之间液体交换功能紊乱所致的肺含水量增加,本病可严重影响呼吸功能，是临床上较常见的急性呼吸衰竭的病因。主要临床表现为极度呼吸困难,端坐呼吸，紫绀，大汗淋漓,阵发性咳嗽伴大量白色或粉红色泡沫痰，双肺布满对称性湿啰音，X线胸片可见两肺蝶形片状模糊阴影,晚期可出现休克甚至死亡。动脉血气分析早期可有低O2、低CO2分压,严重缺O2、CO2 潴留及混合性酸中毒。",肺水肿
心悸|心律失常|交替脉|心脏杂音|心脏震颤|心音异常,胸部,心血管内科,"    心室内传导阻滞指的是希氏束分支以下部位的传导阻滞,一般分为左、右束支传导阻滞及左分支前、后分支传导阻滞,临床上除心音分裂外无其它特殊表现。诊断主要依靠心电图。",心室内传导阻滞(传导阻滞)
紫绀|头痛|咳嗽|咳痰|急性呼吸窘迫综合征,胸部,"呼吸内科,心血管内科","    肺气肿是指终末细支气管远端(呼吸细支气管,肺泡管、肺泡囊和肺泡)的气道弹性减退，过度膨胀,充气和肺容积增大或同时伴有气道壁破坏的病理状态。按其发病原因肺气肿有如下几种类型：老年性肺气肿，代偿性肺气肿,间质性肺气肿，灶性肺气肿，旁间隔性肺气肿,阻塞性肺气肿。","肺气肿(阻塞性肺气肿,终末细支气管远端部分慢性支气管炎,慢阻肺)"
休克|呼吸异常|肺水肿|急性呼吸窘迫综合征,全身,"内科,呼吸内科","    急性呼吸窘迫综合征（acute respiratory distress syndrome,ARDS）是指严重感染,创伤、休克等肺内外袭击后出现的以肺泡毛细血管损伤为主要表现的临床综合征，属于急性肺损伤（acute lung injury,ALI）是严重阶段或类型,其临床特征呼吸频速和窘迫，进行性低氧血症，X线呈现弥漫性肺泡浸润,本症与婴儿呼吸窘迫综合征颇为相似，但其病因和发病机制不尽相同，为示区别,1972年Ashbauth提出成人呼吸窘迫综合征(adult respiratory distress syndrome)的命名。现在注意到本征亦发生于儿童，故欧美学者协同讨论达成共识,以急性(acute)代替成人(adult)，称为急性呼吸窘迫综合征，缩写仍是ARDS","急性呼吸窘迫综合征(ARDS,急性肺损伤)"
心悸|心力衰竭|休克|紫绀|心脏杂音|心音异常,胸部,"内科,心血管内科","    急性感染性心内膜炎多为全身严重感染的一部分,起病急、进展快。60%患者原无心脏基础疾病,致病菌毒力较强，金黄色葡萄球菌占50%以上，溶血性链球菌,肺炎球菌、革蓝氏阴性桿菌、真菌亦可致病,败血症为主要临床表现，高热、寒战,心动过速、呼吸急促、肌肉关节疼痛,意识障碍，皮肤瘀点，各脏器栓塞,心脏杂音变化很大，白细胞明显增高，进行性贫血,血培养阳性，若不及时用有效抗生素，死亡率很高",急性感染性心内膜炎(心内膜炎)
咽痛|心律失常|疲劳|腹泻|咳嗽|恶心与呕吐|胸痛|腹痛|身痛|猝死,胸部,"内科,心血管内科","    心肌炎（myocarditis）是指由各种原因引起的心肌的局限性或弥漫性炎症,虽然某些心肌炎由于在终期可过渡为充血性或限制性心肌病，而被某些学者视为继发性心肌病，但在发病学上心肌炎毕竟是可区分的疾病类型,引起心肌炎的原因很多，诸如病毒、细菌,真菌、寄生虫、免疫反应,以及物理、化学因素等均可引起心肌炎。",心肌炎
心律失常|疲劳|晕厥|昏迷|心音异常,胸部,"内科,心血管内科","    房室传导阻滞是指窦房结发出冲动：在从心房传到心室的过程中,由于生理性或病理性的原因，在房室连接区受到部分或完全，暂时或永久性的阻滞,根据阻滞程度不同，可分为3度：第一度为房室间传导时间延长，但心房冲动全部能传到心室；第二度为部分冲动不能传至心室；第三度则全部冲动均不能传至心室,故又称为完全性房室传导阻滞。",房室传导阻滞
心悸|心律失常|眩晕|晕厥|昏迷|呼吸异常,胸部,心血管内科,"    成人窦房结冲动形成的速率超过每分钟100次,称为窦性心动过速，速率常在每分钟101－160次之间。窦性心动过速开始和终止时,其心率逐渐增快和减慢。",窦性心动过速(心动过速)
发热|紫绀|咳嗽|胸痛,全身,"呼吸内科,心血管内科","    过敏性肺炎（hypersensitivity pneumonitis）是一组由不同致敏原引起的非哮喘性变应性肺疾患,以弥漫性间质炎为其病理特征。系由于吸入含有真菌孢子、细菌产物,动物蛋白质或昆虫抗原的有机物尘埃微粒（直径＜10μ）所引起的过敏反应，因此又称为外源性变应性肺泡炎（extrinsic allergic alveolitis）。","过敏性肺炎(外源性变应性肺泡炎,弥漫性间质性肉芽肿性肺病,吕弗勒综合征)"
心律失常|心脏杂音|心脏震颤|心音异常,胸部,"内科,心血管内科","    二尖瓣环钙化( mit ral annulus calcification ,MAC) 是二尖瓣纤维支持结构的一种慢性纤维性,非炎症性、退行性病变,一般多见于女性和70 岁以上老年患者,常导致多种心脏病变,如二尖瓣狭窄、二尖瓣反流,感染性心内膜炎、心房颤动、房室传导阻滞等,是一种较常见的超声心动图征象",二尖瓣环钙化
心脏增大|猝死|心音异常,胸部,心血管内科,"    酒精性心肌病是指长期饮酒,使心肌变性，表现为心脏扩大，心功能不全的一种心肌病,戒酒后病情可自行缓解或痊愈。本病多发于成年男性。",酒精性心肌病
心律失常|心力衰竭|咳嗽|咳痰|呼吸异常|呼吸衰竭|心脏增大,胸部,"呼吸内科,心血管内科","    慢性肺源性心脏病是由于肺,胸廓或肺动脉血管慢性病变所致的肺循环阻力增加、肺动脉高压、进而使右心肥厚,扩大，甚至发生右心衰竭的心脏病。",慢性肺源性心脏病
