symptoms,body_part,clinic_department,description,medicine_name
腹痛|阴道出血,,"妇产科,产科","    流产(abortion)为妇科常见疾病,如处理不当或处理不及时，可能遗留生殖器官炎症，或因大出血而危害孕妇健康,甚至威胁生命;此外，流产易与妇科某些疾病混淆。妊娠于20周前终止,胎儿体重少于500克，称为流产(1966年世界卫生组织)。流产发生于孕12周前者,称为早期流产。发生于12周后者，称为晚期流产",流产(小产)
阴道出血|腹痛,,"妇产科,产科","    若胎膜已破,脐带进一步脱出于胎先露的下方，经宫颈进入阴道内，甚至经阴道显露于外阴部,称为脐带脱垂（prolapse of cord）。脐带位于胎先露部前方或一侧，胎膜未破,称为脐带先露（presentation of cord）。脐带先露实际上是轻度的脐带脱垂，也称为隐性脐带脱垂",脐带脱垂
毛细血管扩张症|疲劳|食欲异常|恶心与呕吐,,"妇产科,产科","    一次妊娠同时有两个或两个以上的胎儿,称为多胎妊娠。多胎妊娠的妊娠期、分娩期并发症多,围生儿死亡率、新生儿死亡率高，故属高危妊娠,为改善妊娠结局，除早期确诊外，应加强孕期保健并重视分娩期处理","多胎(多胎妊娠,多胚生殖)"
少尿|血尿|紫绀|昏迷|咳嗽|呼吸异常|恶心与呕吐|腹痛,全身,产科,"    羊水栓塞（amniotic fluid embolism,AFE）是产科的一种少见而危险的并发症。发生率文献报道不一致，为1∶5000～1∶80000,但病死率高达50％～86％。据全国孕产妇死亡调研协作组报道，1984～1988年间,全国21个省、市、自治区孕产妇死亡共7485例,羊水栓塞占孕产妇死亡总数的5.4％，居死因顺位的第4位。",羊水栓塞(AFE)
低血压|血尿|阴道出血|腹痛,,产科,"    子宫体部或子宫下段在妊娠期或分娩期发生破裂称为子宫破裂（rupture of uterus）,多发生在分娩期，与阻塞性分娩、不适当难产手术,滥用宫缩剂、妊娠子宫外伤和子宫手术瘢痕愈合不良等因素有关，个别发生在晚期妊娠,子宫破裂为产科最严重并发症之一，常引起母儿死亡。其发生率为判断一个地区产科质量标准之一,近年来我国随着产科工作者的数量和质量的提高，城乡妇幼卫生三级保健网的建立和逐步健全，其发生率已显著下降",子宫破裂
阴道出血|黏膜损害|腹痛,,"妇产科,产科","    胎膜在临产前破裂称胎膜早破,发生率约占分娩总数的6～12%。胎膜早破常致早产、围产儿死亡,宫内及产后感染率升高。",破水(胎膜早破)
休克,胸部,"呼吸内科,妇产科","    新生儿窒息(asphyxia of the newborn)是指胎儿因缺氧发生宫内窘迫或娩出过程中引起的呼吸,循环障碍。它是新生儿最常见的症状，也是引起伤残和死亡的主要原因之一,需争分夺秒抢救护理。",新生儿窒息
阴道出血|毛细血管扩张症|腹痛,,"妇产科,产科","    妊娠达到或超过42周,称为过期妊娠。其发生率约占妊娠总数的5～12%。过期妊娠的胎儿围产病率和死亡率增高",过期妊娠
发热|出汗异常|疲劳|消瘦,,"呼吸内科,妇产科","    妊娠合并肺结核近年来虽然在发达国家已较少,但在发展中的国家却并非罕见。在抗结核药物问世之前，结核病无论对孕妇及胎,婴儿均有不良影响，但从70年代以来，由于抗结核药物的发展,则对孕期的肺结核患者可有良效，使妊娠合并肺结核已不成为一个严重的问题。",妊娠合并肺结核
阴道出血|腹痛,,产科,"    臀先露（breech presentation）是最常见的异常胎位,约占妊娠足月分娩总数的3％～4％。因胎头比胎臀大，且分娩时后出胎头无明显变形,往往娩出困难，加之脐带脱垂较多见，使围生儿死亡率增高,是枕先露的3～8倍。臀先露以骶骨为指示点，有骶左前,骶左横、骶左右，骶右前,骶右横、骶右后6种胎位。",臀先露(臀先露)
阴道出血|休克|恶心与呕吐|腹痛,,"心血管内科,产科","    妊娠20周后或分娩期,正常位置的胎盘在胎儿娩出前，部分或全部从子宫壁剥离，称为胎盘早剥（placental abruption）,胎盘早剥是妊娠晚期的一种严重并发症，短训班起病急、进展快,若处理不及时，可危及母儿生命。国内报道的发生率为4.6‰～21‰,国外的发生率为5.1‰～23.3‰。发生率高低与分娩后是否仔细检查胎盘有关。有些轻型胎盘早剥于临产前可无明显症状,只在产后检查胎盘时，发现早剥处有凝血块压迹，此类患者易被忽略",胎盘早剥
