symptoms,body_part,clinic_department,description,medicine_name
丘疹|风团|瘙痒,皮肤,"风湿科,皮肤科","    皮肤过敏是一种很常见的过敏形式,有20%的人有皮肤过敏现象。皮肤过敏又称为“敏感性”皮肤。从医学角度讲,皮肤过敏主要是指当皮肤受到各种刺激如不良反应的化妆品、化学制剂、花粉,某些食品、污染的空气等等，导致皮肤出现红肿,发痒、脱皮及过敏性皮炎等异常现象。敏感性肌肤可以说是一种不安定的肌肤,是一种随时处在高度警戒中的皮肤。其护理要特别留意。",皮肤过敏(皮炎)
瘙痒,皮肤,皮肤科,"    鹅掌风是指发生于指,趾间及掌蹠部位皮肤的皮肤癣菌感染，又称为手癣、足癣,脚气。","鹅掌风(手癣,足癣,脚气)"
头痛|昏迷|咳嗽|恶心与呕吐|胸痛|便秘|身痛,全身,"皮肤科,传染科","    地方性斑疹伤寒（endemic typhus）也称鼠型斑疹伤寒（murine typhus）,乃鼠蚤媒介传播的急性传染病，其临床特征与流行型斑疹伤寒近似，但病情较轻,病程较短，皮疹很少呈出血性。",地方性斑疹伤寒(鼠型斑疹伤寒)
斑疹|丘疹,皮肤,"皮肤科,传染科","    本病由红斑丹毒丝菌感染所致,临床表现最多的常为类丹毒型,是一种急性的但进展缓慢的皮肤疾病.",丹毒丝菌病
毛发异常,,"内分泌科,皮肤科","    多毛症是指汗毛密度增加变长变多,超过正常生理范围，一般表现为面部、阴部,腋下、腹、背及四肢体毛明显增多增长增粗而黑,有的还长胡须、胸毛及乳头长毛，常伴月经不调,性冷淡等。",多毛症(高雄激素血症)
色素异常,皮肤,皮肤科,"    亦名“白色糠疹”,中医称为“桃花癣”。","单纯糠疹(白色糠疹,虫斑)"
色素异常|头痛|眩晕|恶心与呕吐,皮肤,皮肤科,"    职业黑变病（Occupational melanosis） 本病又称焦油黑变病（Tar melanosis）,苔藓样中毒性黑皮炎（Melanodermatitis toxica lichenoides）。现以职业性黑变病这一名称更为恰当。",职业黑变病(焦油黑变病)
丘疹|结节|溃疡|色素异常|瘙痒|毛细血管扩张症,皮肤,皮肤科,"    多形性日光疹是皮肤对日光照射而出现的一种迟发性过敏反应,发病机理不清楚，致病的光谱主要为中波紫外线(UVB)，部分患者除UVB外,长波紫外线(VUA)及可见光均可诱发本病。发病可能与患者表皮色素含量、年龄,内分泌功能及某些微量元素缺乏(如锌、铜)有关。多于春季和初夏发病,以中青年女性好发。",多形性日光疹
出汗异常,皮肤,"皮肤性病,皮肤科","    是由于交感神经过度兴奋引起汗腺过多分泌的一种疾病,交感神经支配全身的出汗。正常情况下交感神经通过控制出汗散热来调节人体的体温。但是多汗症病人的出汗和面部潮红完全失去了正常的控制,多汗和面部潮红使患者每日处在无奈、焦躁或恐慌之中。","多汗症(自汗,盗汗)"
脓疱|结节|瘙痒,皮肤,"皮肤科,儿科","    痱子又称“热痱”,“红色粟粒疹”，是由于在高温闷热环境下，出汗过多,汗液蒸发不畅，导致汗管堵塞、汗管破裂,汗液外渗入周围组织而引起。主要表现为小丘疹、小水泡,好发于夏季，多见于排汗调节功能较差的儿童和长期卧床病人。由于瘙痒而过度搔抓可致继发感染,发生毛囊炎、疖或脓肿。","痱子(热痱红色粟粒疹,热痱)"
呕血与黑便,皮肤,"风湿科,皮肤科","    Ehler-Danlos综合征又称皮肤弹性过度综合征,系一种先天性结缔组织缺陷病，临床上主要表现为皮肤弹性过度、皮肤和血管脆弱和关节活动度大三个特点,本病罕见，男多于女，常有家族史,属常染色体显性遗传，也有隐性遗传为特征的。",Ehler-Danlos综合征(皮肤弹性过度综合征)
淋巴结肿大|发热|眩晕|晕厥|眼球震颤|神经痛|恶心与呕吐,皮肤,"皮肤科,传染科","    带状疱疹(Herpes Zoster)是由水痘带状疱疹病毒引起的急性炎症性皮肤病,中医称为""缠腰火龙""“缠腰火丹”，俗称""蜘蛛疮""。其主要特点为簇集水泡,沿一侧周围神经作群集带状分布，伴有明显神经痛,初次感染表现为水痘，以后病毒可长期潜伏在脊髓后根神经节，免疫功能减弱可诱发水痘带状疱疹病毒可再度活动,生长繁殖，沿周围神经波及皮肤，发生带状疱疹,带状疱疹患者一般可获得对该病毒的终生免疫。","带状疱疹(缠腰火丹,缠腰龙,蛇盘疮)"
水肿|咽痛|口腔痛|溃疡,全身,"皮肤科,口腔科","    多形渗出性红斑(erythema multiforme exudativum, EME)是一种皮肤－粘膜病的急性渗出性炎症,又称之为多形红斑(erythema multiforme, EM)。由于本病有渗出这一突出的表现特点，为此应称之为多形渗出性红斑更为确切；从病名上顾名思义概括得完全",多形红斑(多形渗出性红斑)
脓疱|关节疼痛,全身,"皮肤科,传染科","    中间型链球菌为一组链球菌（Str. intermediusgroup）,包括3个菌种，即中间型链球菌（Str.intermedius）、星座链球菌（Str．contellatus）和咽峡链球菌（Str.anginosus）,中间型链球菌93％非β-溶血，38％的星座链球菌和12％的咽峡链球菌呈β-溶血。该组细菌主要存在于人类口腔中,可自牙龈缝隙、牙斑、根管中分离获得,也存在于喉和鼻咽部，尚寄殖在胃肠道。该组细菌可致牙龈脓肿,并可由此引致败血症、心内膜炎。值得注意的是该组链球菌尚可引起脑脓肿,并常与厌氧菌同时存在。腹膜炎、肝脓肿,盆腔脓肿亦可发现。口咽部存在的中间型链球菌组细菌的吸入可导致吸入性肺炎，并可并发肺脓肿和脓胸,发生纵隔炎者亦有报道。其他尚可引起骨髓炎、化脓性关节炎,鼻窦炎、皮下脓肿、蜂窝织炎等",中间型链球菌感染
发热|吞咽困难|耳溢液|溃疡|昏迷,皮肤,"手外科,皮肤科","    用于预防,诊断、治疗的药物，无论通过任何途径进入机体后,引起的皮肤和（或）粘膜损害的不良反应，谓之药疹。为皮肤科急诊中常见的病种,中毒性表皮坏死型药疹是一类伴有多系统损害的重症皮肤病.受损面积大,死亡率高等特点的药疹",中毒性坏死性表皮松解型药疹(中毒性坏死性表皮松解型药疹)
皮肤硬化,下肢,"外科,皮肤科","    跖疣(verruca plantaris)是发生在足底部的寻常疣,跖疣是发生于足底的赘生物。古医籍有称之为牛程蹇。本病西医称为跖疣","跖疣(牛程蹇,瘊子)"
出汗异常|毛发异常,皮肤,"内分泌科,皮肤科","    脂溢性皮炎又叫脂溢性湿疹,是发生于皮脂溢出部位的一种炎症性皮肤病。常见于成年人及新生儿。到目前为止,本病的发病原因尚未明了。",脂溢性皮炎(脂溢性湿疹)
瘙痒,男性股沟,"皮肤科,男科","    阴囊湿疹是阴囊最常见的皮肤病,属于过敏反应，也是男子常见的性器官皮肤病，不是性传播性疾病,它俗称“绣球风”、“胞漏疮”等。十分顽固,患者常因搔抓、不适当刺激引起疼痛或继发感染。","阴囊湿疹(绣球风,胞漏疮)"
尿频伴尿急和尿痛|乳糜尿|瘙痒,皮肤,"皮肤科,肾内科","    非淋茵性尿道炎(nongonococcal urethritis,NGU)是指由淋菌以外的其它病原体，主要是沙眼衣原体,尿素分解支原体所引起的尿道炎。本病目前在欧美国家已超过淋病而跃居性传播疾病首位,我国病例亦日益增多，成为最常见的性传播病之一。",非淋菌性尿道炎
发热|血尿|蛋白尿|吞咽困难|心悸|心力衰竭|高血压|皮肤硬化|头痛|神经痛,全身,"内科,风湿科","    硬皮病(scleroderma),是以局限性或弥漫性皮肤及内脏器官结缔组织纤维化、硬化及萎缩为特点的结缔组织病，其主要特点为皮肤,滑膜、骨骼肌、血管和食道出现纤维化或硬化,有些内脏器官，如肺、心脏,肾脏和大小动脉也可有类似的病变。有些病人只发生皮肤硬化，称为局限性硬皮病;而有些病人还同时发生心,肺、胃肠和肾等内脏纤维化和硬化，这种情况被称为系统性硬皮病,往往病情严重，预后较差。本病在结缔组织病中仅次于红斑狼疮而居第二位,患者以女性较多，女性与男性之比约为3∶1。发病年龄以20～50岁多见,生育年龄的妇女发病最为多见，儿童、老人也可发病,有报道矿工和接触硅的工人得硬皮病的病人较多。",硬皮病(系统性硬化症)
发热|血尿|丘疹|瘙痒|头痛|昏迷|恶心与呕吐|腹痛,皮肤,皮肤科,"    药物性皮炎（Dermatitis Medicamentosa）也称药疹,它是各种药物通过各种途径进入体内后，引起皮肤、粘膜的各种不同的炎症反应",药物性皮炎(药疹)
