symptoms,body_part,clinic_department,description,medicine_name
发热|腹痛|腹部肿块,腹部,"肝胆外科,外科","    常见于胰腺手术,胰外伤，争性胰腺炎，胰腺活检术后发生,胰液外渗蓄积腹腔，胰酶被激活消化。邻近脏器形成胰－空腔脏器瘘,也可腐蚀血管引起出血性休克。胰液的大量丢失常致水、电解质失衡,为胰腺外科严重并发症之一。",胰腺瘘
腹痛|腹部肿块,腹部,"肝胆外科,外科","    肝内胆管结石是指发生于左右肝管汇合部以上的结石,国外的肝内胆管结石发病率较低，一组2，700例胆系手术中仅占1.3%,且大多数为继发于胆囊的胆总管结石经上行移居在肝仙胆管而形成。但在国内，肝内胆管结石的发病率较高,特别是在我国福建、江西和山东等省肝内胆管结石的发病率可占胆系结石的30～40%。",肝内胆管结石
发热|恶心与呕吐|黄疸|身痛,全身,"肝胆外科,血液科","    无胆色素尿性黄胆综合征(Abdominal Apoplexy Syndrome),又称遗传性球形红细胞增多症，是一种红细胞膜有先天性缺陷的疾病，其特点为慢性过程中伴有急性发作的溶血性贫血和黄疸,血液中球形细胞增多，红细胞的渗透脆性增加。",无胆色素尿性黄疸综合征(遗传性球形红细胞增多症)
腹痛|肝肿大,腹部,肝胆外科,"    本病是牧区常见的寄生虫病,绝大多数因误食犬绦虫卵，在胃、十二指肠内孵化成六钩蚴后,经门静脉至肝脏发育成包虫囊肿。少数系由泡状棘球绦虫的蚴虫所引起的泡状棘球蚴病。肝包虫侵犯右叶最多,左叶和左、右两叶者均较少。临床分两种类型：①单房性包虫病（包虫囊肿或囊性包虫病）,是有包膜的囊状体，生长缓慢，囊的内壁（生发层）向腔内长出子囊,子囊内壁长出头节。②泡性包虫病。在肝内形成灰白色质硬的小囊泡,不含囊液而含豆渣样物质。",肝包虫病
头痛|晕厥|恶心与呕吐|腹痛|黄疸|发热,腹部,"肝胆外科,消化内科","    急性胆囊炎与胆管炎（acute chole cystitis and cholangitis）在小儿比较少见,偶有伴发胆石症者（小儿更罕见）。北京儿童医院25年间收治66例中，仅1例13岁女孩患急性化脓性胆总管炎伴发结石,本组病例男性49例，女性17例。","小儿急性胆囊炎(小儿胆道感染,胆管炎)"
发热|腹痛|黄疸,腹部,"肝胆外科,外科","    胆管结石分为原发性和继发性两种,原发性胆管结石是指原发于胆管系统（包括肝内胆管）内的结石，结石的性质大多为含有多量胆红素钙的色素性混合结石。胆囊内一定存在结石,在我国，胆管结石多数属于这一类。继发性胆管结石是指胆囊内结石通过扩大的胆囊管进入胆总管而形成的结石,结石的形状和性质多与胆囊内的结石相同。多数呈多面形的胆固醇混合结石。由于继发胆道感染,结石的外层带有胆红素钙沉着。",胆管结石与胆管炎
脑膜刺激征|心音异常,全身,"肝胆外科,消化内科","    肝性脊髓病是慢性肝病神经系统重要并发症,在国内并非罕见，因其多数与肝性脑病同时并存，症状又往往被严重的脑病症状所掩盖,而不易做出诊断，而在无明显脑症状时就表现出脊髓损害，临床较罕见",肝性脊髓病
腹痛,腹部,"肝胆外科,外科","    环状胰腺（annluar pancreas）是一种先天性的发育畸形,病人有一带状胰腺组织环，部分或完全包绕十二指肠第一段或第二段，致使肠腔狭窄,本病于1818年由Tiedemann首先在尸检中发现，1862年Ecker首先报道。迄今世界文献中仅有300余例报告,国内丁士海1981年综合文献报道56例，男女之比为2∶1。",环状胰腺
腹痛|腹部肿块,腹部,"肝胆外科,消化内科","    胆囊息肉样病变(polypoid lesion of gallbladder)是泛指胆囊壁向腔内呈息肉状生长的所有非结石性病变总称,在我国，随着B超技术的广泛普及，胆囊息肉样病变检出率越来越高,其临床、病理特点和手术时机选择得到广泛的研究。如胆囊息肉大于1厘米时,最好先行手术治疗，以杜绝癌症的发生。","胆囊息肉(胆囊息肉样病变,胆囊隆起样病变)"
食欲异常|呼吸异常|消瘦|恶心与呕吐|肝肿大|脾肿大|黄疸,腹部,"肝胆外科,消化内科","    尼曼-匹克氏病（Niemaoh-Pick disease简称NPD）又称鞘磷脂沉积病（sphingomyelin lipidosis）,家族性类脂质代谢障碍性疾病。其特点是全单核巨噬细胞和神经系统有大量的含有神经鞘磷脂的泡沫细胞。较高雪氏病少见,为常染色体隐性遗传，以犹太人发病较多，其发病率高达1/25,000。目前至少有五种类型。",尼曼－匹克氏病(鞘磷脂沉积病)
恶心与呕吐|腹痛|脱水|黄疸,腹部,"肝胆外科,外科","    急性胰腺炎为腹部外科常见病,近年来重型胰腺炎发病率逐渐增多。由于它对生理扰乱大，而且对各重要脏器损害明显,故死亡率甚高。有时可引起骤然死亡。重型胰腺炎死亡率为20％,有并发症者可高达50％。临床病理常把急性胰腺炎分为水肿型和出血坏死型两种。这种分类法固然可以说明其病理状况,但胰腺炎的病情发展不是静止的，随着胰管的梗阻程度，以及胰腺间质血管（动,静脉及淋巴管）的改变，其病理变化是在动态发展着。因此,以急性轻型胰腺炎和重型胰腺炎分类的方法，较适合于临床的应用。重型胰腺炎（如出血坏死型）临床医生往往十分重视,但轻型胰腺炎（如水肿型）亦不能忽视，它可以发展为重型胰腺炎。",急性胰腺炎(胰腺炎)
腹痛,腹部,"肝胆外科,外科","    为胆囊壁增生性疾病,女性多见。病因不明。病理改变为粘膜增生肥厚,罗－阿窦数目增多、扩大成囊状、穿至肌层深部,窦与胆囊腔之间有管道相连，形成假性憩室。肌层明显增生,胆囊壁显著增厚，囊腔变窄。假性憩室中充满胆汁,可形成结石。分弥漫型、节段型,局限型三型。",胆囊腺肌增生病
