symptoms,body_part,clinic_department,description,medicine_name
发热|休克|咳嗽|呼吸异常|恶心与呕吐|胸痛|胸腔积液,胸部,"心胸外科,呼吸内科","    肺大泡指大泡性肺气肿,是一种局限性肺气肿。肺泡高度膨胀，肺泡壁破裂并相互融合而形成,一般是由小支气管的活瓣性阻塞所引起。",肺大泡(大泡性肺气肿)
心悸|心律失常|心力衰竭|紫绀|呼吸异常|胸痛|心脏杂音,胸部,"心胸外科,外科","    正常原始心管的弯曲突向右侧,故名右翼（D-Loop），使右心室位于右侧靠前，而左心室位于左侧靠后,如在发育过程中心管弯曲不是向右而是向左，即称左襻（L-Loop），则解剖学右心室位于左后方,成为动脉系统的心室，而解剖学左心室位于右前方，成为静脉系统的心室,此时，动脉干仍分隔旋转，但位置颠倒,这样，主肺动脉位于右后方而升主动脉位于左前方，尽管大血管位置有倒转,但肺动脉仍与静脉心室相连，而主动脉与动脉心室相连，血液方向得到生理上的纠正,故称为纠正性大动脉错位。房室传导束之左，右分支仍分布至与之相应的解剖心室,但周心室位置相反，故传导束亦相反。",矫正型大动脉错位(矫正型大动脉转位)
心律失常|心力衰竭|头痛|眩晕|晕厥|瘫痪|肝肿大|猝死,胸部,"心胸外科,心血管内科","    感染性心内膜炎（infective endocarditis）指因细菌,真菌和其它微生物（如病毒、立克次体、衣原体,螺旋体等）直接感染而产生心瓣膜或心室壁内膜的炎症，有别于由于风湿热、类风湿,系统性红斑性狼疮等所致的非感染性心内膜炎。过去将本病称为细菌性心内膜炎（bacterial endocarditis），由于不够全面现已不沿用,感染性心内膜炎典型的临床表现，有发热、杂音,贫血、栓塞、皮肤病损,脾肿大和血培养阳性等。",感染性心内膜炎
疲劳|体型异常|胸廓异常,胸部,"心胸外科,外科","    胸骨向前隆起称之为鸡胸(pectus carinatum , chickenbreast),鸡胸是一种常见的胸廓畸形，一般认为与漏斗胸畸形一样与遗传有关，多数人认为是肋骨和肋软骨过度生长造成的,约占胸部畸形的6 %～22 % ,男∶女约为3∶1。临床上按照其不同的解剖形状与手术治疗方式,将鸡胸分为3 型,即船形胸( keel chest) 、球形鸽胸(pouter pigeon breast) 和单侧鸡胸(lateral breast),中、重度畸形者会对病儿生理及心理发育造成不良影响,应手术治疗。","鸡胸(楔状胸,驼胸,锥形胸,胸肌裂)"
发热|脓疱|咳嗽|呼吸异常|胸痛,胸部,"心胸外科,外科","　　颈部筋膜平面直接与上纵隔解剖平面和脏器间隙通连,下纵隔之结构和平面同样通过筋膜与腹膜后区上部相通。来源于上术一个区域间隙之感染，能直接通过这一解剖区域进入另一解剖区域,特别是起源于颈部的感染，不仅是因为重力作用，耐用由于胸腔的负压向下扩散到纵隔内,以上之间隙和通道，从解剖上讲，有咽后间隙,气管前间隙、胸骨后间隙、颈部血管鞘和食管周围间隙等,近几年心血管手术用胸骨正中锯开病例日增，术后纵隔感染发生率也随之增加。",继发性纵隔感染(继发性纵隔感染)
发热|心悸|心律失常|心力衰竭|心包积液|休克|头痛|眩晕|晕厥|昏迷,胸部,"心胸外科,外科","    冠状动脉终止异常或冠状动脉瘘包括左,右冠状动脉的主支或分支直接通入心腔、冠状静脉窦、肺动脉,肺静脉、上腔静脉或支气管血管。最常见的是右冠状动脉-右心室瘘,约占25％，而冠状动脉通入左侧心腔者最为少见。随着冠状动脉造影术的广泛开展,文献上报道的冠状动脉瘘病例数日益增多，少数病例冠状动脉瘘可累及数支冠状动脉。冠状动脉瘘大多数单独存在,但25％左右病例可与心脏间隔缺损、瓣膜疾病等先天性或后天性心脏病合并存在。",冠状动脉终止异常(冠状动脉瘘)
心悸|心律失常|紫绀|杵状指（趾）|呼吸异常|心脏杂音|心音异常,胸部,"心胸外科,外科","    肺动脉口狭窄指右心室漏斗部,肺动脉瓣或肺动脉总干及其分支等处的狭窄，它可单独存在或作为其他心、脏畸形的组成部分如法乐四联症等,其发病率约占先天性心脏病的10％左右，肺动脉口狭窄以肺动脉瓣狭窄最为常见，约占90％,其次为漏斗部狭窄，脉动脉干及其分支狭窄则很少见。",肺动脉口狭窄
周围血管征|猝死|心力衰竭|心悸|眩晕|晕厥|昏迷|头痛,全身,"心胸外科,心血管内科","在未用抗高血压药情况下,收缩压≥139mmHg和/或舒张压≥89mmHg，按血压水平将高血压分为1，2,3级。收缩压≥140mmHg和舒张压",高血压(高血压病)
心悸|心律失常|心力衰竭|咳嗽|呼吸异常|消瘦|胸痛|心脏杂音|心音异常,胸部,"心胸外科,外科","    冠状动脉异位起源常见的是起源于肺动脉和主动脉,起源于颈总动脉和无名动脉者极为罕见，且常伴有严重心脏畸形。Brooks于1885年首先报道2例病人,异位起源于肺动脉最常见的是左冠状动脉，此外尚有少见的右冠状动脉起源于肺动脉，双侧冠状动脉均起源于肺动脉,左冠状动脉回旋支起源于肺动脉和副冠状动脉或圆锥冠状动脉起源于肺动脉。双侧冠状动脉均起源于肺动脉者，出生后数日即因心肌严重缺血缺氧而死亡,极少在临床上得到诊断。左冠状动脉异位起源于肺动脉。左冠状动脉起源于肺动脉,但其分支分布和行径无异常，其发生率在每30万名活婴中仅有1例，在先天性心脏病中占0.26%",冠状动脉异位起源(冠状动脉起源异常)
心律失常|休克|晕厥|昏迷|咳嗽|咳痰|咯血|呼吸异常|恶心与呕吐|胸痛,全身,"心胸外科,呼吸内科","    原发于身体其它部位的恶性肿瘤经血道或淋巴道转移到肺的相当多见,据统计在死于恶性肿瘤的病例中约20～30％有肺转移。恶性肿瘤发生肺转移的时间早晚不一，大多数病例在原发癌肿出现后3年内发生转移,亦有长达10年以上者，但也有少数病例肺转移灶比原发肿瘤更早被发现。转移到肺的原发恶性肿瘤多来自乳腺,骨骼、消化道和泌尿生殖系统。肺转移性肿瘤大多为遍及两侧肺的多发性病灶,大小不一，密度均匀，对这些晚期癌肿病例,目前尚无有效的治疗方法。少数病例肺内只有单个孤立的转移病灶则可考虑外外科治疗。",肺转移瘤
心悸|心律失常|心力衰竭|恶心与呕吐|胸痛|猝死,胸部,"心胸外科,心血管内科","    阵发性室上性心动过速(paroxysmal supraventricular tachycardia,PSVT)是指连续出现3次以上的房性早搏(artial premature beats)或房室交界性早搏(premature atrioventricular junctional beats)所组成的异常性心律,多见于无器质性心脏病的年轻人或有风湿性心脏病、冠心病、心肌病及甲亢病人,其特征是心动过速突发突止，轻者感心慌胸闷，重者因血流动力学障碍而出现头昏,甚至意识丧失。",阵发性室上性心动过速(室上速)
心悸|紫绀|疲劳|咳嗽|胸痛,胸部,"心胸外科,呼吸内科","    肺大疱一般继发于细小支气管的炎性病变,如肺炎、肺气肿和肺结核，临床上最常与肺气肿并存",肺大疱(肺大泡)
心悸|紫绀|咳嗽|呼吸异常|猝死,胸部,"心胸外科,外科","    主-肺动脉隔缺损或称主-肺动脉窗,是一种较少见的先天性大血管畸形，据Stansel1977年统计，文献中已报道的手术病例尚不足百例,缺损或窗口位于升主动脉与肺总动脉之间，其病理生理和临床表现酷似动脉导管未闭。胚胎时期第5～8周,主-肺动脉隔将动脉干分隔成升主动脉和肺总动脉。在同一时期，室间隔将心室腔分隔成左,右心室，最终动脉隔的下方与室间隔的上方相融合，使左,右心室分别与主动脉和肺动脉相通。如上述分隔不完善，按其位置高低,分别形成主-肺动脉隔缺损、恒存动脉干或高位室间隔缺损。",主-肺动脉隔缺损(主-肺动脉窗)
发热|咳嗽|咯血|胸痛|黄疸,胸部,"心胸外科,肝胆外科","    咯血(hemoptysis)是指喉部以下的呼吸器官出血,经咳嗽动作从口腔排出,咯血首先须与口腔、咽、鼻出血鉴别,口腔与咽部出血易观察到局部出血灶。鼻腔出血多从前鼻孔流出，常在鼻中隔前下方发现出血灶,诊断较易。有时鼻腔后部出血量较多，可被误诊为咯血,如用鼻咽镜检查见血液从后鼻孔沿咽壁下流，即可确诊。 大量咯血还须与呕血(上消化道出血)相鉴别,前者常有肺结核,支气管扩张,肺癌,心脏病等病史，出血前有咳嗽、喉部痒感,胸闷感，咯出血液为鲜红色，混有泡沫痰,一般无柏油样便；后者常有消化性溃疡,肝硬化等病史,出血前有上腹部不适、恶心,呕吐等症状,呕出血液为棕黑色或暗红色、有时为鲜红色，混有食物残渣,胃液，有柏油样便，可在呕血停止后仍持续数天",咯血
心律失常|心力衰竭|休克|咳嗽|呼吸异常|胸痛|肺水肿|交替脉|心音异常,胸部,"心胸外科,心血管内科","    急性心力衰竭是指由于器质性心脏病发展到心肌收缩力减退,使心脏不能将回心血量全部排出，心搏出量减少，引起肺静脉郁血,动脉系统严重供血不足，常见于急性心肌炎、心肌梗塞,严重心瓣膜狭窄，急性的心脏容量负荷过重，快速异位心律,临床上以极度烦躁、极度气促，咯白色泡沫或粉红色泡沫痰,双肺干湿性罗音为特点。",急性心力衰竭
低血压|心悸|心律失常|心力衰竭|休克|紫绀|头痛|眩晕|晕厥|昏迷,胸部,"心胸外科,外科","    主动脉瓣膜部狭窄,在先天性主动脉出口狭窄中最为常见，约占60％。主要病变是主动脉瓣膜发育畸形,瓣口狭小，一般不伴有主动脉瓣环发育不良。",主动脉瓣膜部狭窄
心悸|心律失常|眩晕|心脏杂音|猝死|心音异常,胸部,"心胸外科,心血管内科","    过早搏动（premature beat）亦称期前收缩,期外收缩，简称早搏。是一种提早的异位心搏,按起源部位可分为窦性、房性、房室交接处性和室性四种,其中以室性最多见，其次为房性，窦性过早搏动罕见,过早搏动是常见的异位心律。可发生在窦性或异位性（如心房颤动）心律的基础上。可偶发或频发,可以不规则或规则地在每一个或每数个正常搏动后发生，形成二联律或联律性过早搏动。","早搏(过早搏动,期前收缩,期外收缩)"
心悸|心律失常|心力衰竭|紫绀|咳嗽|呼吸异常|心脏杂音|猝死|心音异常,胸部,"心胸外科,心血管内科","    主动脉瓣关闭不全（aortic insufficlency）可因主动脉瓣和瓣环,以及升主动脉的的病变造成男性患者多见，约占75%；女性患者多同时伴有二尖瓣病变。慢性发病者中,由于风湿热造成的瓣叶损害所引起者最多见，占全部主动脉瓣关闭不全患者的三分之二。",主动脉瓣关闭不全
心悸|心律失常|心力衰竭|呼吸异常|猝死,胸部,"心胸外科,心血管内科","    阵发性室性心动过速(室速)(心血管内科)系指起源于希氏束分支以下部位的室性快速心律,频率>100次/分连续3次以上称为室速。当发作时间少于30秒，能自行终止时,称为阵发性室性心动过速。常见于器质性心脏病，亦可见于严重电解质紊乱,药物中毒、和心脏手术过程中，极少数患者无器质性心脏病,发作特点与室上速类似，心电图QRS波多数增宽畸形，可见心室夺获和心室融合波,籍此可与室上速鉴别。室速发作时可伴严重血液动力学改变，引起低血压,休克、晕厥、抽搐和急性心功能不全,甚至猝死，因此必须及时处理。",阵发性室性心动过速(室速)
啰音|肺水肿|心音异常|心悸|心律失常|心力衰竭|休克|晕厥|昏迷,胸部,"心胸外科,心血管内科","    急性心功能不全又叫急性心力衰竭,最常见的是急性左心衰竭所引起的急性肺水肿。心功能不全被定义为由不同病因引起的心脏舒缩功能障碍，发展到使心排血量在循环血量与血管舒缩功能正常时不能满足全身代谢对血流的需要,从而导致具有血流动力异常和神经激素系统激活两方面特征的临床综合征。其中心瓣膜疾病、冠状动脉硬化,高血压、内分泌疾患、细菌毒素,急性肺梗塞、肺气肿或其他慢性肺脏疾患等均可引起心脏病而产生心力衰竭的表现。妊娠,劳累、静脉内迅速大量补液等均可加重有病心脏的负担，而诱发心肌衰竭","急性心功能不全(急性心衰,心衰,充血性心力衰竭)"
心悸|心律失常|心力衰竭|休克|紫绀|咳嗽|猝死|心音异常,胸部,"心胸外科,心血管内科","    正常主动脉瓣口面积超过3.0cm2,当瓣口面积减小为1.5cm2时为轻度狭窄；1.0cm2时为中度狭窄；＜1.0cm2时为重度狭窄,主动脉瓣狭窄约占风湿性瓣膜病的1／4，男性多见，常同时伴有关闭不全和二尖瓣病变",主动脉瓣狭窄
发热|咳嗽|呼吸异常|胸痛|胸腔积液,胸部,"心胸外科,外科","    脓肿(abscess)是指由于金黄色葡萄球菌侵入组织或血管内使组织坏死,液化，形成脓液积聚的急性化脓性感染。纵隔脓肿则指病变部位在纵隔的脓肿",纵隔脓肿
高血压|头痛|眩晕|晕厥|昏迷|瘫痪|感觉障碍|呼吸异常|恶心与呕吐|胸痛,胸部,"心胸外科,心血管内科","    主动脉夹层（aortic dissection）指主动脉腔内的血液通过内膜的破口进入主动脉壁中层而形成的血肿,并非主动脉壁的扩张，有别于主动脉瘤，过去此种情况被称为主动脉夹层动脉瘤（aortic dissecting aneurysm）,现多改称为主动脉夹层血肿（aortic dissecting hematoma），或主动脉夹层分离，简称主动脉夹层","主动脉夹层(主动脉夹层血肿,主动脉夹层分离)"
心悸|心律失常|心包积液|头痛|眩晕|昏迷|咳嗽|呼吸异常|猝死,胸部,"心胸外科,心血管内科","    自发性血胸, 系指非创伤性血胸, 多发生既往无明确的全身或肺,胸疾患史者。",自发性血胸
心悸|心律失常|心力衰竭|心包积液|胸痛|胸腔积液|心脏杂音|心脏增大|心音异常,胸部,"心胸外科,心血管内科","    急性心包炎(acute pericarditis)是心包膜的脏层和壁层的急性炎症,常伴有心包渗液，可以同时合并心肌炎和心内膜炎，也可以作为唯一的心脏病损而出现",急性心包炎
心悸|心律失常|心力衰竭|休克|紫绀|昏迷|呼吸异常|胸痛|心音异常,胸部,"心胸外科,外科","    左心发育不良是一种少见而复杂的先天性心血管畸形,发病率约为1～27/10万，占先天性心血管畸形的1.4%左右。这类畸形的共同点为左心循环在某部有狭窄或闭锁,而使左房、肺静脉及肺动脉扩张和压力增高，于是右室的血流增加,必须伴有动脉导管才能生存。1952年Lev将左半心发育不良及右半心肥大的先天性心血管畸形称为左室通道发育不良综合征。1958年Noonan和Nadas对左半心通道梗阻和发育不良的心脏血管畸形称为左心发育不良综合征",左心发育不良(左心发育不良综合征)
心悸|心律失常|心力衰竭|呼吸异常|肺水肿|心脏杂音|心音异常,胸部,"心胸外科,外科","    右心室双出口的涵义为主动脉和肺动脉均起源于右心室,或一根大动脉和另一根大动脉的大部分起源于右心室，室间隔缺损为左心室的唯一出口。心室间隔缺损通常比主动脉口径大,仅10％的病例心室间隔缺损的口径比主动脉开口小，心室间隔缺损约60％位于主动脉瓣下方，30％位于肺动脉瓣下方,少数病例心室间隔缺损的位置在主动脉和肺动脉开口下方的中间部位，极少数病例心室间隔缺损位于心室间隔的中下部与大动脉开口相距较远。",右心室双出口(DORV)
心悸|心力衰竭|紫绀|晕厥|咳嗽|呼吸异常|肺水肿|猝死,胸部,"心胸外科,外科","    正常主动脉瓣口面积超过3.0cm2,当瓣口面积减小为1.5cm2时为轻度狭窄；1.0cm2时为中度狭窄；＜1.0cm2时为重度狭窄",主动脉瓣狭窄合并关闭不全
心悸|心律失常|心力衰竭|休克|猝死|心音异常,胸部,"心胸外科,心血管内科","    预激是一种房室传导的异常现象,冲动经附加通道下传，提早兴奋心室的一部分或全部，引起部分心室肌提前激动,有预激现象者称为预激综合征（pre-excitation syndrome）或WPW（Wolf-Parkinson-White）综合征，常合并室上性阵发性心动过速发作。预激是一种较少见的心律失常,诊断主要靠心电图。","预激综合征(预激,WPW综合征)"
发热|脓疱|溃疡|囊肿|肌性肌无力|咳嗽|呼吸异常|胸痛|胸腔积液,胸部,"心胸外科,外科","    急性化脓性胸膜炎简称脓胸,亦称为急性脓胸，为胸膜腔受化脓性病原体感染，产生脓性渗出液积聚而成,根据胸膜腔受累的范围可分为局限性(包囊性)脓胸和全脓胸。本病起病急，多从邻近器官,如肺、食管或腹部的感染蔓延而来;或为败血症、脓毒血症累及胸膜腔;也可以是胸壁穿透性外伤的合并症或胸部手术的并发症","急性脓胸(脓胸,急性化脓性胸膜炎)"
心悸|心律失常|心力衰竭|胸痛|猝死|心音异常,胸部,"心胸外科,外科","    左心室心肌梗死后,心室壁心肌全层坏死。约10～38%的病例坏死的心肌逐渐被纤维疤痕组织所替代，形成室壁瘤,病变区薄层的心室壁向外膨出，心脏收缩时丧失活动能力或呈现反常运动。早在1881年对冠状动脉梗阻,心肌梗塞、心肌纤维化与左心室室壁瘤的演变过程已得到充分认识。60年代起左心室室壁瘤的临床诊断进展迅速,1955年Likoff、Bailey即开展室壁瘤闭式切除术。1958年Cooley在体外循环下施行首例室壁瘤切除术获得成功",心肌梗塞并发左心室室壁瘤
心悸|心律失常|心力衰竭|休克|紫绀|疲劳|头痛|眩晕|晕厥|昏迷,胸部,"心胸外科,外科","    主动脉血流通过内膜裂破处进入主动脉壁,在主动脉壁内形成血肿。血肿扩大时，将主动脉壁中层剥离成为内,外两层，称为主动脉夹层动脉瘤。1542年Sennertus,1761年Morgagni即对本病作了描述。1826年Laennec称之为夹层动脉瘤。主动脉夹层动脉瘤的发病率,每年每百万人口约为5～10例。男女之比约为3∶1，发病年龄大多数在40岁以上",胸主动脉夹层动脉瘤
肾病综合征|肌性肌无力|咳嗽|呼吸异常|胸痛|胸腔积液,胸部,"心胸外科,外科","    胸腺是人体重要的免疫起源于胚胎时期第3（或第4）鳃弓内胚层,系原始前肠上皮细胞衍生物，随胚胎生长发育而附入前纵隔。胸腺瘤是来源于胸腺上皮的肿瘤,约占前纵隔肿瘤的50% ,临床表现各异,常伴随很多自身免疫异常,近来对伴随自身免疫性肠病的认识渐受重视,但其发病率无明确报道。",胸腺瘤
心悸|心律失常|心力衰竭|呼吸异常|肺水肿|心音异常,胸部,"心胸外科,外科","    先天性二尖瓣畸形可引致二尖瓣狭窄及/或关闭不全,Fisher于1902年即报道2例先天性二尖瓣畸形，60年代以后报道的病例日益增多。先天性二尖瓣畸形常与房室管畸形,大动脉错位、单心室、心房间隔缺损,心室间隔缺损、左心室流出道或主动脉出口狭窄、主动脉缩窄,法乐四联症等多种先天性心脏血管疾病合并存在。单独先天性二尖瓣畸形很少见，在先天性心脏血管疾病的尸检材料中仅占0.6％,在临床病例中占0.21～0.42％。二尖瓣由瓣环、瓣叶,腱索、乳头肌和左心房壁等结构组成，任何一个或数个组成结构发育异常均可产生先天性二尖瓣畸形,大多数病例多种组成结构均发育异常，致左侧房室血流通道多处发生狭窄。",先天性二尖瓣畸形
心悸|心律失常|心力衰竭|紫绀|呼吸异常|心脏杂音|心脏增大|猝死|心音异常,胸部,"心胸外科,外科","    永存动脉干是指由于球嵴与球间隔发育缺陷,未能将原始动脉干分隔成主动脉和肺动脉，而留下共同的动脉干。因此左,右心室均向一根共同的动脉干射血，动脉干的半月瓣骑跨于高位室间隔缺损之上，解剖上仅见总干,未见闭锁的主、肺动脉的遗迹，体循环,肺循环和冠循环血供均直接来自动脉千。永存动脉干是极为罕见的复杂先天性心血管畸形。发病率约0.5％左右,在先天性心血管的尸解中约占1～3％。",永存动脉干
胸腔积液|急性呼吸窘迫综合征|代谢性酸中毒|呼吸性酸中毒|混合型酸碱平衡紊乱,胸部,"心胸外科,内科","    正常人胸腔内有3～15ml液体,在呼吸运动时起润滑作用，但胸膜腔中的积液量并非固定不变。即使是正常人,每24小时亦有500～1000ml的液体形成与吸收。胸膜腔内注体自毛细血管的静脉端再吸收，其余的液体由淋巴系统回收至血液,滤过与吸收处于动态平衡。若由于全身或局部病变破坏了此种动态平衡，致使胸膜腔内液本形成过快或吸收过缓,临床产生胸腔积液(Pleural effusion，简称胸液)。","胸腔积液(胸液,胸水)"
紫绀|疲劳|咳嗽|呼吸异常,胸部,"心胸外科,外科","    胸廓出口综合征是锁骨下动,静脉和臂丛神经在胸廓上口受压迫而产生的一系列症状。如手臂冰凉、容易疲劳或肩,手臂或手有钝性疼痛，做上肢超过头部的活动时困难等。",胸廓出口综合征
