symptoms,body_part,clinic_department,description,medicine_name
胃肠气胀|腹痛,,胃肠外科,"    由脐环处突出的疝称为脐疝,临床上分为婴儿脐疝和成人脐疝两种。前者远较后者多见。",脐疝
腹痛|腰背痛,腹部,"胃肠外科,内科","    腹膜后脓肿的发生常继发于腹腔内脏器,腹膜后器官、脊柱或第十二肋的感染、盆腔腹膜后腔脓肿,以及菌血症等疾病。脓肿可向上侵及纵隔、向下沿股疝孔流入大腿,亦可穿破进入腹腔、胃肠道、胸膜,支气管，甚至形成慢性持续性瘘管。",腹膜后脓肿
腹泻|恶心与呕吐|便秘|胃肠气胀|便血|腹痛,腹部,"胃肠外科,消化内科","    血栓形成常继发于：①肝硬变或肝外压迫引起门静脉充血和血流郁滞；②腹腔内化脓性感染,如坏疽性阑尾炎、溃疡性结肠炎、绞窄性疝等；③某些血液异常,如真性红细胞增多症，口服避孕药造成的高凝状态；④外伤或手术造成的损伤，如肠系膜血肿,脾切除、右半结肠切除等。约1/4的病人无明显诱因,称为原发性肠系膜静脉血栓形成。",肠系膜上静脉血栓形成
恶心与呕吐|胃肠气胀|腹痛,腹部,"胃肠外科,消化内科","    肠扭转综合征（volvulus syndrome）系指末端回肠与乙状结肠互相缠绕,扭结而产生的一组肠梗阻症候群。它可致肠道循环受阻以及肠腔的部分或完全性闭合以产生闭襻性肠梗阻。本征主要发生在中老年人,45岁以上的人最常见，男性发病率高于女性。盲肠扭转和横结肠扭转则极少见",肠扭转综合征
呕血与黑便|胃食管反流性疾病|呃逆,腹部,"胃肠外科,外科","    外力的作用所致的胃穿孔称为胃破裂伤,临床表现主要有腹痛、腹胀、腹膜炎,气腹征等。 胃损伤多为锐性器械所致的开放性胃损伤，闭合性破裂伤较少见,由于胃壁厚，血运丰富，故无论是穿孔修补或胃大部分切除吻合术,其成功率均较高，发生瘘的机会较少。",胃损伤
恶心与呕吐|腹痛,腹部,"胃肠外科,内科","    胃息肉是指胃粘膜表面长出突起的乳头状肉,早期可无明显症状，一般都是在胃肠钡餐造影、胃镜检查或因其它原因而手术时意外发现的",胃息肉
便血|腹痛|胃食管反流性疾病,腹部,"胃肠外科,消化内科","    十二指肠损伤是一种严重的腹内伤,约占腹内脏器伤的3～5%。十二指肠与肝、胆,胰及大血管毗邻，因此，十二指肠损伤常合并一个或多个脏器损伤",十二指肠损伤
恶心与呕吐|便秘|便血|腹痛,腹部,"胃肠外科,消化内科","    肠扭转是一段肠袢沿肠系膜长轴旋转或两段肠袢扭缠成结而造成闭袢性肠梗阻,前者常见。常常是因为肠袢及其系膜过长，肠扭转后肠腔受压而变窄,引起梗阻、扭转与压迫影响肠管的血液供应，因此,肠扭转所引起的肠梗阻多为绞窄性。",肠扭转
脓疱|溃疡|囊肿|恶心与呕吐|胸腔积液|腹部肿块,腹部,胃肠外科,"    腹腔内脓肿是指腹腔内某一间隙或部位因组织坏死液化,被肠曲、内脏、腹壁,网膜或肠系膜等包裹，形成局限性脓液积聚。包括膈下脓肿,盆腔脓肿和肠间脓肿。引起继发性腹膜炎的各种疾病、腹部手术和外伤后均可引起本病",腹腔脓肿
腹泻|腹痛,腹部,"胃肠外科,内科","    胃泌素瘤（gastrinoma）是一种具有分泌胃泌素功能的肿瘤,其临床表现为胃液、胃酸分泌过多，高胃泌素血症,多发、非典型部位难治性消化性溃疡和或腹泻等综合征群。此征可由分泌胃泌素的肿瘤（胃泌素瘤）或胃窦Ｇ细胞增生所致由前者引起的则称之为Zollinger-Ellison综合征Ⅱ型,而由后者引起的则称为Ⅰ型。约20％的胃泌素瘤患者可表现为多发性内分泌肿瘤Ⅰ型的症候群（multiple endocrine neoplasia type-Ⅰ，MEN-Ⅰ）,或称Ⅰ型多发性内分泌腺瘤病。","胃泌素瘤(Zollinger-Ellison综合征,卓－艾氏综合征)"
