symptoms,body_part,clinic_department,description,medicine_name
溃疡|瘙痒|便血,臀部,肛肠外科,"    外痔位于齿线以下,是由痔外静脉丛曲张或肛缘皱襞皮肤发炎、肥大、结缔组织增生或血栓瘀滞而形成的肿块,外痔表面盖以皮肤，可以看见，不能送入肛内,不易出血，以疼痛和有异物感为主要症状.临床常分为结缔组织外痔、静脉曲张性外痔,炎性外痔和血栓外痔。",外痔
水肿|溃疡|食欲异常|腹泻|胃肠气胀,腹部,"肛肠外科,消化内科","    先天性巨肠（Hirschsprung?s discase）是由于直肠或结肠远端的肠管持续痉挛,粪便淤滞的近端结肠，巨结肠肥厚、扩张,是小儿常见的先天性肠道畸形。北京儿童医院外科1955～1991年共收治1439例，其中新生儿599例,男与女比例为4：1。有遗传倾向。","小儿先天性巨结肠(先天性巨肠,无神经节细胞症)"
食欲异常|腹泻|恶心与呕吐|胃肠气胀|腹痛,腹部,"肛肠外科,内科","    人体感染贾第虫后出现以腹泻为主的吸收不良综合征,腹泻呈水样粪便，量大、恶息,无脓血。儿童患者可由于腹泻，引起贫血等营养不良,导致生长滞缓的疾病。若不及时治疗，多发展为慢性,表现为周期性稀便，反复发作，大便甚臭,病程可长达数年。",蓝氏贾第鞭毛虫病
发热|便秘|胃肠气胀|便血|呕血与黑便|直肠与肛门狭窄|腹痛,腹部,"肛肠外科,内科","    结肠瘘是一种常见的外科病理状态,因各种原因所形成胃肠道之间的异常通道，肠管与其他空腔脏器之间或肠管与体表之间的病理通道，都属于肠瘘的范畴,若发生在结肠则称为结肠瘘，结肠瘘可分为外瘘和内瘘两种类型，肠内容物漏出体外者称为外瘘,瘘管与另一肠管或其他空腔脏器相通者称为内瘘。",结肠瘘
贫血|水肿|腹泻|便秘|便血,腹部,"肛肠外科,内科","    是常见的消化道恶性肿瘤,占胃肠道肿瘤的第二位。好发部位为直肠及直肠与乙状结肠交界处，占60%,发病多在40岁以后，男女之比为2：1。",结肠癌
溃疡|瘙痒|便秘|便血,臀部,肛肠外科,"    内痔是位于肛门齿线以上,截石位于3、7、11点处,无肛管皮肤所覆盖的痔。",内痔(痔疮)
腹痛,腹部,"肛肠外科,内科","    结肠扭转系指结肠发育异常,如移动结肠，横结肠过长及乙状结肠冗长所引起的一切工作段肠袢沿其系膜长轴旋转而造成的闭袢性肠梗阻。结肠扭转以乙状结肠扭转多见,并且以老年男性较多。盲肠扭转较少见，可发生在任何年龄,以20～40岁发病率较高。横结肠扭转如非粘连引起者，属罕见",结肠扭转
发热|瘙痒|便血,臀部,"肛肠外科,消化内科","    大汗腺感染后在皮内和皮下组织反复发作,广泛蔓延，形成范围较广的慢性炎症、小脓肿,复杂性窦道和瘘管，称为化脓性汗腺炎（suppurative hidrosadenitis）。发病部位多在大汗腺分布区,如腑下、肛门、生殖器,臀部、股部、腹股沟,乳晕、脐部和外耳道，发生于肛门周围者称为肛周化脓性汗腺炎,在中医学中属蜂窝漏、串臀瘘的范畴。20～40岁身体肥胖多汗的人,易患此病，女多于男。本病长期不愈有恶变可能,大多发生在病后10～20年。",化脓性汗腺炎
便血|腹痛,腹部,"肛肠外科,内科","    是一类从粘膜表面突出到结肠肠腔内的隆起状的病变,在未确定病理性质前均称为结肠息肉，按病理可分为：腺瘤样息肉(包括乳头状腺瘤)最常见，炎性息肉,肠粘膜受长期炎症刺激增生的结果，错构瘤型息肉，其他,如粘膜肥厚增生形成增生性息肉，淋巴组织增生，类癌等疾患",结肠息肉
便秘|胃肠气胀|腹痛|腹部肿块,腹部,"肛肠外科,消化内科","    结直肠黑变病(melanosls coli,MC)是指结直肠固有膜内巨噬细胞含有脂褐素样(1ipofuscinlike)物质的一种黏膜色素沉着性病变。随着人民生活水平的提高，结,直肠黑变病的发病率升高。该病国内报道较少。结直肠黑变病的病因及发病机理目前仍不甚清楚,该病患者可出现电解质紊乱，而且该病患者中大肠癌和大肠腺瘤性息肉的发生率高，少数患者还可出现假性肠狭窄,而误行剖腹手术。",结、直肠黑变病
便血|身痛|瘙痒,臀部,"肛肠外科,外科","    痔疮是人体直肠末端粘膜下和肛管皮肤下静脉丛发生扩张和屈曲所形成的柔软静脉团,多见于经常站立者和久坐者。","痔疮(痔,痔疮,痔核,痔病,痔疾)"
发热|排尿困难及尿潴留|脓疱|食欲异常|恶心与呕吐,腹部,肛肠外科,"    肛管,直肠周围软组织内或其周围间隙内发生急性化脓性感染，并形成脓肿，称为肛管,直肠周围脓肿。其特点是自行破溃，或在手术切开引流后常形成肛瘘,是常见的肛管直肠疾病，也是肛管、直肠炎症病理过程的急性期,肛瘘是慢性期。常见的致病菌有大肠杆菌、金黄色葡萄球菌,链球菌和绿脓杆菌，偶有厌氧性细菌和结核杆菌，常是多种病菌混合感染,坐骨直肠窝较常见，多由肛腺感染经外括约肌向外扩散到坐骨直肠间隙而成。",坐骨直肠窝脓肿
便秘|直肠与肛门狭窄,腹部,肛肠外科,"    无直肠与直肠闭锁为先天性直肠发育畸形,先天性肛门直肠发育畸形占先天性消化道畸形的首位，男女性别的发病率大致相等，其中男性稍多,在新生儿中，发病率1:1500-1:5000。",直肠闭锁
便血,腹部,"肛肠外科,外科","    直肠息肉是直肠良性肿瘤的一种,是直肠内有粘膜覆盖的肿物，呈小的结节状粘膜隆起或为大的带蒂的肿物，一般为单个,少数为多个，若很多息肉聚集直肠或累及结肠者谓之息肉病。息肉源于炎症的称炎性息肉；粘膜呈增生性改变的无蒂结节称增生性息肉；由肠上皮生长的有腺瘤性息肉,绒毛乳头状腺瘤息肉，此类息肉容易恶变。",直肠息肉
恶心与呕吐|便秘|胃肠气胀|腹部肿块,臀部,"肛肠外科,消化内科","    肛门闭锁（anal atresia）又称低位肛门直肠闭锁,由于原始肛发育异常，未形成肛管，致使直肠与外界不通,在中医学中称为“肛门闭合”。","肛门闭锁(肛门闭合,低位肛门直肠闭锁)"
便血|身痛,臀部,肛肠外科,"    肛窦炎又称肛隐窝炎,常是肛管直肠部位感染性疾病的发源病灶，因症状不重，易被忽视",肛窦炎(肛隐窝炎)
便秘|便血|身痛,臀部,"肛肠外科,内科","    排便时创伤或肛窦炎症都可引起肛乳头的急性炎症,由于引流不畅及炎症的长期刺激，使肛乳头肥大。",肛乳头炎
腹痛|腹部肿块,腹部,肛肠外科,"    直肠重复畸形的诊断有肠梗阻征象,直肠指检可触及包块。肠镜及钡灌X线检查可发现双腔直肠。治疗手术关闭多余直肠的近端",直肠重复畸形
腹泻|便秘|便血|呕血与黑便|腹痛,腹部,"肛肠外科,消化内科","    结肠憩室是结肠壁向外凸出形成袋状,可以是单个，但更多是一连串由肠腔向外的囊状突出。结肠憩室可分为真性与获得性两类,真性憩室是结肠壁的先天性全层薄弱，憩室含有肠壁各层。获得性憩室则系粘膜通过肠壁肌层的弱点疝出,因此它是继发于肠腔内压力的增高，迫使粘膜经肠壁肌肉的薄弱区向外突出。",结肠憩室病
溃疡|瘙痒,臀部,"肛肠外科,外科","    肛管直肠瘘主要侵犯肛管,很少涉及直肠，故常称为肛瘘，是与会阴区皮肤相通的肉芽肿性管道,内口多位于齿线附近，外口位于肛周、皮肤处,整个瘘管壁由增厚的纤维组织组成，内复一层肉芽组织，经久不愈,发病率仅次于痔，多见于男性青壮年，可能与男性的性激素靶器官之一的皮脂腺分泌旺盛有关",肛瘘
斑疹|丘疹|瘙痒,臀部,肛肠外科,"    肛周湿疹是一种常见的非传染性皮肤病,病变多局限于肛门周围皮肤，亦偶有蔓延至臀部、会阴及阴蒂,局部可出现红疹、红斑、糜烂,渗出、结痂、脱屑,病程长，肛门周围皮肤常增厚，颜色灰白或暗红,粗糙，以致发生皲裂、渗出,瘙痒、反复发作为主要特点，任何年龄均可发病",肛周湿疹
尿频伴尿急和尿痛|便血|腹痛,腹部,"肛肠外科,消化内科","    直肠脱垂指肛管,直肠，甚至乙状结肠下端向下移位。只有粘膜脱出称不完全脱垂；直肠全层脱出称完全脱垂,如脱出部分在肛管直肠内称为脱垂或内套叠；脱出肛门外称外脱垂。直肠脱垂常见于儿童及老年，在儿童,直肠脱垂是一种自限性疾病，可在5岁前自愈，故以非手术治疗为主,成人完全性直肠脱垂较严重的，长期脱垂将致阴部神经损伤产生肛门失禁、溃疡,肛周感染、直肠出血，脱垂肠段水肿,狭窄及坏死的危险，应以手术治疗为主。",直肠脱垂(脱肛)
发热|腹泻|腹痛,腹部,"肛肠外科,消化内科","    克隆病是病因未明的胃肠肉芽肿性炎性疾病,目前已将本病和溃疡性结肠炎统称为炎症性肠病。病变多见于未回肠和邻近结肠，常呈节段性分布,临床主要表现腹痛、腹泻、腹块,瘘管形成及肠梗阻，伴有发热、贫血等,发病年龄多在15－40岁，男性稍多于女性。","克罗恩病(Crohn病,克隆病)"
便秘|便血|发热,臀部,肛肠外科,"    肛管,直肠周围软组织内或其周围间隙内发生急性化脓性感染，并形成脓肿，称为肛管,直肠周围脓肿。其特点是自行破溃，或在手术切开引流后常形成肛瘘,是常见的肛管直肠疾病，也是肛管、直肠炎症病理过程的急性期,肛瘘是慢性期。常见的致病菌有大肠杆菌、金黄色葡萄球菌,链球菌和绿脓杆菌，偶有厌氧性细菌和结核杆菌，常是多种病菌混合感染,肛门周围皮下脓肿最常见，多由肛腺感染经外括约肌皮下部向外或直接向外扩散而成。",肛周脓肿
发热|腹泻|恶心与呕吐|腹痛|脱水|混合型酸碱平衡紊乱,腹部,"肛肠外科,内科","    假膜性肠炎（pseudome mbranous colitis,PMC）又称难辨梭状厌氧芽胞杆菌性肠炎,手术后肠炎、抗生素肠炎、抗生素诱发的难辨梭状厌氧芽胞杆菌性肠炎等,PMC常发生于大手术后及一引起危重和慢性消耗性疾病的患者，使用广谱抗生素，特别是口服洁霉素后,促使肠道菌群失调，难辨梭状厌氧芽胞杆菌异常繁殖，产生霉素而引起肠道粘膜急性休克性炎症,在坏死的粘膜上形成假膜。","假膜性肠炎(难辨梭状厌氧芽胞杆菌性肠炎,手术后肠炎,抗生素肠炎)"
腹痛|腹部肿块,腹部,"肛肠外科,消化内科","    结肠粪性穿孔（stercoral perforation,SP）是一种少见的致死性急腹症,1972年Bauer报告4例，并复习文献共25例，以后文献上陆续有病例报道,1990年Serpell统计1984～1990年世界文献共64例，1995年报告3例。结肠粪性穿孔的发病率不详,但根据尸体解剖发现，发病率大于5％。",结肠粪性穿孔
斑疹|丘疹|瘙痒,臀部,肛肠外科,"    肛门瘙痒症（peritus ani,PA）是一种常见的局部瘙痒症,肛门部有时有轻微发痒，如瘙痒严重，经久不愈则成为瘙痒症,它是一种常见的局限性神经机能障碍性皮肤病。一般只限于肛门周围，有的可蔓延到会阴,外阴或阴囊后方。多发生在20～40岁中午、老年,20岁以下的青年较少，很少发生于儿童。男比女多见,习惯安静和不常运动的人多发生这种瘙痒症。继发性瘙痒症有明显致病原因，容易治疗；自发性或原因不明的PA不易治愈,也常复发，约占全部病人的50％。",肛门瘙痒症
便秘|无明显症状,臀部,肛肠外科,"    肛门不在正常位置,位于骶部或阴囊附近，但排便通畅。",肛门异位
尿失禁与遗尿|黏膜损害,腹部,肛肠外科,"    粪瘘（fecal fistula）是指生殖器官与肠道之间形成的异常通道,在妇产科临床中最常见的是直肠阴道瘘。滞产形成的粪瘘有时并发尿瘘。此外也可有小肠,结肠阴道瘘。生殖器官瘘管是一种极为痛苦的损伤性疾病。由于尿,粪不能自行控制，外阴部长期浸泡在尿液中，不仅给妇女带来肉体上痛苦,而且患者因害怕与群众接近，不能参加生产劳动，精神上的负担也很大,加强孕妇保健，开展新法接生，正确处理分娩,提高手术质量，生殖器官的损伤是可以避免的，生殖器官瘘管的发生必然会大大降低",粪瘘
脓疱|溃疡|囊肿|便血|身痛,臀部,"肛肠外科,外科","    肛门直肠周围脓肿是肛管,直肠周围脓肿的一种表现，肛管、直肠周围脓肿是肛管,直肠周围软组织内或其周围间隙内发生急性化脓性感染，并形成脓肿。肛门周围皮下脓肿最常见,多由肛腺感染经外括约肌皮下部向外或直接向外扩散而成。",肛门直肠周围脓肿(肛周脓肿)
便秘|其他症状,臀部,肛肠外科,"    由于肛提肌痉挛引起的发作性直肠疼痛,肛部短暂性疼痛(直肠的短暂性疼痛)和尾部疼痛(尾部区域的疼痛)是肛提肌综合征的变型，男，女都可发生,疼痛多与排便无关，一次发作持续20分钟，可与坐位有关,也可自行发生，并可能使患者从睡眠中痛醒。疼痛常被描述为相当于在直肠高位的不明疼痛,肛门排气或排便后肛门疼痛不能缓解，且在数分钟内自行缓解。在严重患者中,疼痛可持续数小时，并伴有复发。因此,患者可能多次行直肠手术而无效。",肛提肌综合征(肛提肌综合征)
腹泻|便秘|便血,腹部,"肛肠外科,内科","    大肠息肉（Cokic Polyp）是所有向肠腔突出的赘生物总称,包括肿瘤性和非肿瘤性，前者与癌发生关系密切，是癌前期病变,后者与癌发生关系较少。由于这两种息肉在临床上并不容易区分，故常统以息肉作为初步诊断,待病理学检查明确诊断后再进一步分类，因此临床上所谓的大肠息肉并不说明息肉的病理性质，通常临床医生所说的息肉多为非肿瘤性息肉,肿瘤性息肉统称为腺瘤。",大肠息肉
腹泻|胃肠气胀|腹痛,腹部,"肛肠外科,外科","    肛门失禁是泛指消化道下端出口处失去正常的控制,这包括不同的内涵和不同的程度，如睡眠时不能控制排便，排气时出现漏粪和不能控制稀便,直至完全不能控制排气和排便等。",大便失禁(肛门失禁)
淋巴结肿大|腹痛|其他症状,腹部,"肛肠外科,内科","    大肠类癌（Carcinoid）又称嗜银细胞瘤,发生于肠粘膜腺体的嗜银细胞（Kulchitsky细胞），这种细胞呈嗜铬性。因多从粘膜层的下部发生,早期即延伸至粘膜下，曾归属于粘膜下肿瘤。本病是一种少见的低度恶性肿瘤,多呈局部性浸润性生长而少有转移。类癌好发于阑尾、小肠,直肠、胃、十二指肠及小肠憩室处",大肠类癌(银细胞瘤)
发热|休克|腹痛,腹部,"肛肠外科,外科","    疝囊经过腹壁下动脉外侧的腹股沟管深环突出,向内、向下、向前斜行经过腹股沟管再穿出腹股沟浅环,并可进入阴囊，称为腹股沟斜疝，约占腹股沟疝的90%,是最常见的腹外疝。",腹股沟斜疝(疝气)
便血,腹部,"肛肠外科,内科","肿瘤性息肉（Tumorous Polyp）是大肠膜上皮细胞增生的真性肿瘤,其单发者统称为腺瘤，根据其组织学特征和生物学行为的不同又可分为腺管状、绒毛状和混合性3类,多发性者常见为家族性腺瘤病，其他尚有非家族性腺瘤病及伴有消化道外肿瘤的Gardner氏综合征、 Turcot氏综合征等,它们多有不同的恶变率、被视为癌前病变，因此腺瘤的诊断具有重要的临床意义",肿瘤性息肉
恶心与呕吐|腹痛|腹部肿块,腹部,"肛肠外科,外科","    经腹白线突出的疝称为白线疝,也名腹上疝。腹白线由两侧腹直肌鞘于腹正中线相互交织而成。脐上白线较宽,脐下白线狭而坚固。因此白线疝好发于脐上，多系腹白线发育欠佳或有孔隙所致",白线疝(上腹疝)
恶心与呕吐|胃肠气胀|腹痛|腹部肿块,腹部,"肛肠外科,外科","    腹内脏器或网膜经腹腔内正常或异常的孔道,裂隙转离原有位置即构成腹内疝。",腹内疝
黏膜损害|食欲异常|腹泻|恶心与呕吐|腹痛,臀部,"肛肠外科,内科","    蛲虫病(enterobiasis)是以引起肛门,会阴部瘙痒为特片的一种肠道寄生虫病。世界各地流行极广，全世界感染人口300～500百万,我国南方、北方普遍流行，儿童感染率高于成人,尤其集体机构儿童感染率高。国内调查资料表明儿童感染率达40%～70%，城市中群居儿童感染率又高于农村,在卫生条件差的家庭往往多数成员同时患病。",蛲虫病
便秘|便血|呕血与黑便,腹部,"肛肠外科,外科","    先天性直肠与周围脏器瘘是指与肛管或直肠腔相通的瘘管而言,瘘管一端通于肛管内肛窦和肛腺的感染灶，称内口；另一端通至周围脏器称外口。",先天性直肠与周围脏器瘘
休克|胃肠气胀|腹痛|腰背痛,腹部,"肛肠外科,消化内科","    腹膜后血肿为腹腰部损伤的常见并发症,约占10～40％，可因直接或间接暴力造成。最常见原因是骨盆及脊柱骨折,约占2/3；其次是腹膜后脏器（肾、膀胱、十二指肠和胰腺等）破裂和大血管及软组织损伤,因其常合并严重复合伤、出血性休克等，死亡率可达35～42％",腹膜后血肿
恶心与呕吐|便秘|胃肠气胀|腹痛,腹部,"肛肠外科,消化内科","    大肠梗阻是自回盲部到肛门部的梗阻,产生梗阻的原因甚多Michle胃结肠癌、结肠扭转、结肠憩室炎及结肠外盆腔肿瘤4种病因占结肠梗阻的95％,前两者为完全性结肠梗阻最常见的原因。",大肠梗阻
腹泻|便秘|便血|腹痛|腹部肿块,腹部,"肛肠外科,内科","    大肠癌是指大肠粘膜上皮在环境或遗传等多种致癌因素作用下发生的恶性病变,预后不良，死亡率较高，是我国常见的恶性肿瘤之一,大肠恶性肿瘤起源于粘膜上皮或粘膜下间叶组织。其中由粘膜上皮发生的恶性肿瘤统称为大肠癌，为胃肠道最常见的恶性肿瘤,起源于间叶组织者称为肉瘤，约占大肠恶性病变的1%，以恶性淋巴瘤为主,少见的还有平滑肌肉瘤、纤维肉瘤、血管肉瘤等",大肠癌(大肠恶性肿瘤)
便秘,生殖部位,"泌尿外科,肛肠外科","    直肠阴道瘘是直肠与阴道相通,若瘘口大排粪无阻，这种瘘可以无症状。直肠阴道瘘大多发生于先天性肛门直肠畸形",直肠阴道瘘
发热|便秘|胃肠气胀|便血|腹痛|腹部肿块,腹部,肛肠外科,"    骨盆直肠脓肿由肛管,直肠周围脓肿发展而来。虽少见，但很重要,因患者自觉的局部症状不明显，而全身症状显著，故早期诊断常有延误",骨盆直肠脓肿
瘙痒|腹泻|便血|腹痛,腹部,"肛肠外科,消化内科","    鞭虫病（trichuriasis）是肠道常见的寄生虫病之一,常与蛔虫的分布相一致，但多见于气候温湿地区。世界卫生组织曾统计鞭虫的感染人数全世界为500～1000百万之间,我国鞭虫感染的情况是：北方低于南方，台湾地区感染率可高达60％～90％。儿童感染率高于成人,该虫成虫多寄生在人体盲肠中，轻者常地症状，重者出现腹痛,腹泻、便血、直肠脱垂,贫血、瘙痒等。",鞭虫病(毛首鞭行线虫病)
便秘|便血|腹部肿块,腹部,"肛肠外科,外科","    直肠前突（rectocele,RC）的译文是直肠膨出,即直肠前壁突出，亦称直肠前膨出。为出口阻塞综合征之一,患者直肠阴道隔薄弱直肠壁突入阴道内，亦是排便困难的主要因素之一。本病多见于中老年女性,但近年来男性发病者也有报道。",直肠前突(直肠膨出)
腹痛|腹部肿块,腹部,"肛肠外科,外科","    自脐部突出的疝称脐疝,临床上分婴儿脐疝和成人脐疝两种。",成人脐疝
null,腹部,肛肠外科,"    切口疝是指腹腔内脏自腹部手术切口突出的疝,以下腹部中线切口发生率较高。发病率通常为1％以下，但切口感染发病率可达10％",切口疝
便秘|便血|直肠与肛门狭窄,臀部,肛肠外科,"    由于肛门部刺伤或者其他损伤所造成,肛门外伤较少见，直肠及结肠外伤无论平战时都较多见。",肛门外伤
腹泻|胃肠气胀|便血|呕血与黑便|腹痛,腹部,"肛肠外科,消化内科","    结肠直肠损伤平时多因工农业生产外伤,交通事故、生活意外及殴斗所致，以腹部闭合性损伤为多见,发生率在腹部内脏伤中次于小肠、脾脏、肝脏,肾脏损伤而居第5位。",结肠直肠损伤
恶心与呕吐|腹痛,腹部,"肛肠外科,外科","穿腹膜疝,又称小网膜囊疝。是游离的小肠肠袢(偶为横结肠)，可通过胃结肠韧带,肝胃韧带或横结肠系膜由创伤或手术所造成的裂孔或小网膜孔进入小网膜囊内而成。",穿腹膜疝(小网膜囊疝)
便秘|胃肠气胀|腹痛|腹部肿块,腹部,"肛肠外科,消化内科","    先天性直肠肛门发育畸形非常多见,并且类型众多，直肠盲端和瘘管的位置各异。其发病率在新生儿中为1∶1500～5000,占消化道畸形的首位。男性多于女性，高位畸形在男性约占50%,女性占20%。各种瘘管的发生率在女性为90%，男性为70%,合并其它先天性畸形的发生率约有30～50%，且常为多发性畸形。有家族史者少见,仅1%。有遗传性，但遗传方式尚无定论",先天性直肠肛门畸形
发热|头痛|恶心与呕吐|腹痛,腹部,"肛肠外科,消化内科","    急性阑尾炎是外科常见病,居各种急腹症的首位。1886年Fitz首先命名，1889年McBurney提出外科手术治疗本病的观点,一个世纪以来，由于外科技术、麻醉,抗菌药物治疗和护理的改进，绝大多数病人得到治愈，死亡率已降至0.1％左右,转移性右下腹痛及阑尾点压痛、反跳痛为其常见临床表现，但是急性阑尾炎的病情变化多端,因此对每一具体病例都应认真对待，详尽询问病史，仔细检查,这样才能准确诊断，早期手术，防止并发症,提高治愈率。",急性阑尾炎(阑尾炎)
斑疹|丘疹|溃疡,臀部,肛肠外科,"    肛门失禁是排便功能紊乱的一种症状,患者失去控制排气、排便的能力。发病率不高,不直接威胁生命，但造成身体和精神上的痛苦，严格地干扰了正常生活和工作",肛门失禁
低血压|发热|恶心与呕吐|胃肠气胀|腹痛|脱水,腹部,"肛肠外科,消化内科","    急性腹膜炎（acuteperitonitis）是由感染,化学性物质（如胃液、肠液、胆汁,胰液等）或损伤引起的腹膜急性炎症性病变。其中以细菌感染引起者最多。",急性腹膜炎
便秘|便血|身痛,臀部,肛肠外科,"    肛裂是齿状线以下肛管皮肤层裂伤后形成的小溃疡,其方向与肛管纵轴平行，长约0.5～1.0cm，呈梭形或椭圆形,常引起剧痛，愈合困难。而肛管表面裂伤不能视为肛裂,因很快自愈，且常无症状。肛裂是一种常见的肛管疾患,也是中青年人产生肛管处剧痛的常见原因。肛裂最多见于中年人，但也可发生于老人及小儿,一般男性略多于女性，但也有报告女多于男。肛裂常是一个裂口,绝大多数发生在肛管后正中线中。",肛裂
腹部肿块,腹部,"肛肠外科,外科","    腹内脏器和组织经腹壁下动脉内侧黑塞尔巴赫（Hesselbach）三角突出体表为腹股沟直疝,年老体弱，腹壁肌肉、腱膜,筋膜退化，腹壁强度降低，在腹内压增高的作用下可发生直疝,巨大斜疝使腹股沟管后壁强度明显减弱或缺如也可并发直疝。",腹股沟直疝（疝气）
