symptoms,body_part,clinic_department,description,medicine_name
恶心与呕吐|胃肠气胀|腹痛,腹部,"内科,消化内科","    钩虫性十二指肠炎综合征亦称Griesinger综合征,1843年由意大利学者Dabin首先发现。以后世界各地均有报道，主要分布在温带地区（北纬度35°与南纬度30°之间）,我国也为多发地区之一。",钩虫性十二指肠炎综合征(Griesinger综合征)
腹水|脾肿大,腹部,"内科,消化内科","    甲状腺综合征（Hepato Thyroid Syndrome）是指同时患有慢性肝炎和慢性甲状腺炎,而且在病因上二者有一定联系的综合征。1960年MC Conkey等首先报道，本征不包括因患甲状疾病引起的肝内循环障碍或代谢异常及对各种病因刺激反应增强所引起的肝损害；也不包括由慢性肝病引起全身营养不良而影响了甲状腺的功能",肝-甲状腺综合征
食欲异常|腹泻|恶心与呕吐|便秘|胃肠气胀|腹痛,腹部,"内科,消化内科","    胃肠道功能紊乱,一组胃肠综合征的总称，多有精神因素的背景，以胃肠道运动功能紊乱为主,而在病理解剖方面无器质性病变基础，因此也不包括其他系统疾病引起的胃肠道功能紊乱。临床表现主要在胃肠道涉及进食和排泄等方面的不正常,也常伴有失眠、焦虑、注意力涣散,健忘、神经过敏、头痛等其他功能性症状,胃肠道功能紊乱相当常见，目前国内尚缺乏有关发病率的精确统计。在各种脏器的神经官能症中,胃肠道的发病数最高，多见于青壮年。","胃肠道功能紊乱(胃肠神经官能症,胃肠综合征)"
腹泻|恶心与呕吐|腹痛,腹部,"内科,消化内科","    腹绞痛综合征（Abdominal Angina Syndrome）是指肠道相对缺血引起的餐后上腹或中腹部疼痛的综合征,又称之为内脏绞痛、肠绞痛、间歇性缺血性蠕动障碍,腹间歇性跛行、缺血性腹综合征、慢性内脏缺血综合征,肠系膜动脉间歇性缺血、腹血管功能不全综合征。","腹绞痛综合征(内脏绞痛,肠绞痛,间歇性缺血性蠕动障碍,腹间歇性跛行,缺血性腹综合征,慢性内脏缺血综合征,肠系膜动脉)"
疲劳|肝肿大|脾肿大,腹部,"内科,消化内科","    非酒精性脂肪性肝病（NAFLD）是指除外酒精和其他明确的损肝因素所致的,以弥漫性肝细胞大泡性脂肪变为主要特征的I陆床病理综合征，包括单纯性脂肪肝以及由其演变的脂肪性肝炎（NASH）和肝硬化。",非酒精性脂肪肝病(非酒精性脂肪性肝病)
恶心与呕吐,腹部,"内科,消化内科","    功能性呕吐是由腹部肌肉的非随意性收缩,胃底和下食管括约肌的松弛所致的胃内容物被用力排出。",功能性呕吐
肝肿大,腹部,"内科,消化内科","    肝纤维化是指肝脏纤维结缔组织的过度沉积,是纤维增生和纤维分解不平衡的结果。纤维增生是机体对于损伤的一种修复反应，各种病因所致反复或持续的慢性肝实质炎症,坏死可导致肝脏持续不断的纤维增生而形成肝纤维化，从许多慢性肝病，特别是慢性病毒性肝炎的临床及病理演变来看,肝纤维化和肝硬化是连续的发展过程，二者难以截然分开。",肝纤维化
恶心与呕吐|腹痛,腹部,"内科,消化内科","    腹膜后间隙出血（Hemorrhage in Retroperitoneal Space）乃严重腹部损伤的并发症之一,由于常被腹内脏器损伤或其他部位（如脑、胸、脊椎,四肢及骨盆等）复合性损伤所掩盖而易误诊，诊断较为困难，严重者可危及生命,有报告死亡率高达42％。",腹膜后间隙出血
腹泻|恶心与呕吐|便秘|腹痛|黄疸,全身,"内科,消化内科","    黄疸是指高胆红素血症,临床表现即血中胆红素增高而使巩膜、皮肤、粘膜以及其他组织和体液出现黄染,当血清胆红素浓度为17.1～34.2umol(1～2mg/d1)时，而肉眼看不出黄疸者称隐性黄疸。如血清胆红素浓度高于34.2umol/L(2mg/d1)时则为显性黄疸",黄疸(高胆红素血症)
呼吸异常|胸痛|身痛|颈肩痛,腹部,消化内科,"    凡是脓液积聚在横膈下的任何一处均称为膈下脓肿,膈下脓肿是腹腔内脓肿最为重要的一种。是腹膜炎的严重并发症,当感染一经在膈下形成脓肿都必须通过外科引流才能治疗",膈下脓肿
食欲异常|消瘦|腹水|腹痛|肝肿大|腹部肿块|身痛,腹部,消化内科,"    肝硬化是一种常见的慢性肝病,是由一种或多种病因长期或反复作用，引起肝脏弥漫性损害。临床上早期由于肝脏功能代偿较强,可无明显症状;后期则有多系统受累，以肝功能损害和门脉高压为主要表现，并常出现消化道出血,肝性脑病、继发感染、癌变等严重并发症",肝硬化
紫绀|杵状指（趾）,腹部,"内科,消化内科","    紫绀-杵状指-肝病综合征（Cynosis-Digital Elubbing -Hepatopathy Syndrome）,又名为Fluckiger综合征。于1984年首先由Fluckiger报道了肝硬化伴有紫绀和杵状的病例。我国1990年陆慰萱亦有研究报告",紫绀-杵状指-肝病综合征(Fluckiger综合征)
腹痛|肝肿大,腹部,"内科,消化内科","    肝炎后综合症（Post-Hepatitis Syndrome）,系由病毒性肝炎愈合后所出现的以植物神经紊乱为特点的综合病症，也称恢复期肝炎综合征（Convalescent Hepatitis Syndrome）。",肝炎后综合征
肝肿大|脾肿大|黄疸,腹部,"内科,消化内科",    致死性肝内胆汁淤积综合征又称Byler病；致死性家族性肝内胆汁淤积症（Fatal Familial Intrahepatic Cholestasis Syndrome）；家族性肝内胆汁淤积性黄疸；婴儿胆汁粘稠综合征；Ⅳ型-进行性肝内淤积症,"致死性肝内胆汁淤积综合征(Byler病,致死性家族性肝内胆汁淤积症,家族性肝内胆汁淤积性黄疸,婴儿胆汁粘稠综合征,Ⅳ型-进行性)"
恶心与呕吐|腹痛|肝肿大|脾肿大|黄疸,腹部,"内科,消化内科","    营养不良性肝硬化是由于长期营养缺乏引起的,导致营养不良的原因，除个别患者由于摄入不足外，多数是由于其他疾病限制了食物的摄入和吸收,如小肠旁路手术后。",营养不良性肝硬化(肝硬化)
腹泻|胃肠气胀|便血|腹痛,腹部,消化内科,"    真菌性肠炎（fungal enteritis）是机体学问真菌病的重要类型之一,消化道是真菌侵入体内的主要传染途径，对健康和生命都有较大的威胁。过去本病甚为少见,近年来由于广谱抗生素、激素、免疫抑制剂,抗肿瘤药、放射治疗等广泛的应用，肠道感染的疾病也日趋增多,在我国引起肠炎的真菌主要有念珠菌、放线菌、毛霉菌,曲菌、隐珠菌等，其中以白色念珠菌肠炎最为多见",真菌性肠炎
腹水|肝肿大,腹部,"内科,消化内科",    用药过程中导致的肝脏损害可致药物性肝硬化,药物性肝硬化(肝硬化)
消瘦|恶心与呕吐|腹痛|其他症状,腹部,"内科,消化内科","    系指上腹不适症状反复发作,排除器质性消化不良的一组症侯群，亦称功能性消化不良。",非溃疡消化不良(功能性消化不良)
心悸|心力衰竭|腹水|肝肿大|脾肿大|其他症状,腹部,"内科,消化内科","    心原性肝硬化,系慢性充血性心力衰竭反复发作所致。长期淤血与缺氧，致使肝脏网状纤维组织增生,主要是肝小叶中央呈现星芒状纤维化，纤维组织把肝小叶分割形成不规整细胞团，即假小叶形成",心原性肝硬化(肝硬化)
腹泻|胃肠气胀|腹痛,腹部,"内科,消化内科","    系各种原因引起的小肠消化,吸收功能减损，以致营养物质不能正常吸收，而从粪便中排泄,引起营养缺乏的临床综合征群，亦称消化吸收不良综合征。由于患者多有腹泻,粪便稀薄而量多，且含有较多油脂，又称脂肪泻","小肠吸收不良综合征(消化吸收不良综合征,脂肪泻)"
胸痛,腹部,"内科,消化内科","    膈扑动（Flutter of the Diaphragm)系指因膈肌阵发性或持续性痉挛,伴有吸气期声门突然关闭，产生一种短促奇特的声音、令人不能自制的一种症状,按痉挛轻重分为呃逆（Hiccup）、膈肌痉挛（Phrenospasm）、膈肌扑动,膈肌扑动少见，当其发作时，膈肌有极快的而有节奏的收缩,每分钟可达100～300次。",膈扑动
腹泻|黄疸,腹部,"内科,消化内科","本病为原因不明,慢性进行性胆汁淤积性肝病，可能与自身免疫有关。","原发性胆汁性肝硬化(胆汁性肝硬化,肝硬化)"
腹泻|肝肿大|脾肿大|黄疸,腹部,"内科,消化内科","    原发性肝内硬化（Hanot）综合征系指肝内胆管的非特异性炎症,纤维化而致肝内胆汁淤积、肝硬化伴结节性增生而产生的一组症候群。现习惯称为原发性胆汁性肝硬化,另名为慢性非化脓性破坏性胆管炎、胆管性肝炎、胆管胆汁性肝硬化,肝内梗阻性胆汁性肝硬化等。本征可能是由于自身免疫异常而致隔胆管及小叶间胆管非化脓性破坏性炎症，伴胆小管增生；破坏,瘢痕形成；肝小叶结构破坏、再生结节形成；呈现明显胆汁淤滞的肝硬化组织学改变。","原发性肝内硬化综合征(原发性胆汁性肝硬化,慢性非化脓性破坏性胆管炎,胆管性肝炎,胆管胆汁性肝硬化,肝内梗阻性胆汁性肝硬化)"
水肿|少尿|咽炎、舌炎、龈炎|腹泻|消瘦|恶心与呕吐|胃肠气胀|贫血,腹部,"内科,消化内科","    吸收不良综合征是指各种原因的小肠营养物质吸收不良所引起的综合征,营养物质的吸收必须经过充分的消化作用。因此，广义的吸收不良综合征包括消化不良与吸收不良,故又称为“消化吸收不良综合征”。许多疾病可引起本综合征，但其临床表现及实验检查结果往往相似,吸收不良包括各种营养物质，其中脂肪吸收障碍最具特征。",吸收不良综合征(消化吸收不良综合征)
食欲异常|恶心与呕吐|腹痛,腹部,"内科,消化内科","    药物性胃病（Gastropathy of Drugs）是药物引起胃的不良反应,约占药物性副作用的1/3。许多口服药物可引起胃部不适，但有时虽非口服给药,亦可引起恶心、呕吐、食欲减退等胃部不适",药物性胃病
紫绀,腹部,"内科,消化内科","    肝肺综合征（Hepatopulmonary Syndrome,HPS）是肝病时发生的肺血管扩张和动脉氧合作用异常和低氧血症,本综合征于1956年首由Rydell Hoffbauer报告，1977年Kenned与Knudson提出HPS的概念。肝肺综合征主见于严重肝硬化（Child C级）患者,往往伴有大量腹水、杵状指、门脉高压与动脉供氧不足,PaO2常＜10kPa。",肝肺综合症
紫绀|雷诺现象,全身,"内科,消化内科","    心血管和血栓栓塞综合征是由于消化系癌瘤坏死崩解和癌瘤浸润破坏组织,使促凝物质入血启动凝血系统，引起血液凝固、血栓形成所致的心血管损害",心血管和血栓栓塞综合征
发热|恶心与呕吐|肝肿大,腹部,"内科,消化内科","    全身各部化脓性感染均有可能继发细菌性肝脓肿,近年由于新型抗生素的应用、超声显像及超声导引下肝穿刺技术的推广，这种严重腹部疾病的预后已有改善",细菌性肝脓肿
恶心与呕吐|腹痛,腹部,"内科,消化内科","   是指胃空肠吻合术后,在吻合口或某附近粘膜发生溃疡，又称复发性消化性溃疡。",吻合口溃疡(复发性消化性溃疡)
恶心与呕吐|腹痛,腹部,"内科,消化内科","    消化性溃疡（peptic ulcer）主要指发生于胃和十二指肠的慢性溃疡,是一多发病、常见病。溃疡的形成有各种因素,其中酸性胃液对粘膜的消化作用是溃疡形成的基本因素，因此得名。酸性胃液接触的任何部位,如食管下段、胃肠吻合术后吻合口、空肠以及具有异位胃粘膜的Meckel憩室,绝大多数的溃疡发生于十二指肠和胃，故又称胃、十二指肠溃疡",消化性溃疡(胃、十二指肠溃疡)
恶心与呕吐|腹痛,腹部,"内科,消化内科","    胃切除后胆汁返流性胃炎由于胆汁,胰液等逆流入残胃，刺激粘膜造成胃炎。毕II式手术较毕式I手术发病率高",胃切除后胆汁返流性胃炎
发热|恶心与呕吐|腹痛,腹部,"内科,消化内科","    腹膜后感染与脓肿（Retroperitoneal Infection and Abscessr）,较为少见，常见的病原体是大肠杆菌、金黄色葡萄球菌,普通变形杆菌、产气杆菌及链球菌。偶有厌氧菌,结核杆菌、布氏杆菌、放线菌及阿米巴等引起,腹膜外间隙对细菌感染的反应性小，查体不易发现，诊断较为困难",腹膜后感染与脓肿
恶心与呕吐|胃肠气胀|腹痛,腹部,"内科,消化内科","    胃潴留（gastric retention）或称胃排空延迟（delayed gastric emptying）是指胃内容物积贮而未及时排空,凡呕吐出4～6小时以前摄入的食物，或空腹8小时以上，胃内残留量＞200ml者,表示有胃潴留存在。本病分为器质性与功能性两种，前者包括消化性溃疡所致的幽门梗阻,及胃窦部及其邻近器官的原发或继发的癌瘤压迫、阻塞所致的幽门梗阻。",胃潴留(胃排空延迟)
低血压|水肿|休克|呼吸异常|恶心与呕吐|其他症状,腹部,"内科,消化内科","    胃肠食物不耐受症是一种对摄入某些特异性食物而出现的超敏反应,在进食后1h即可发生症状。",胃肠食物不耐受症
恶心与呕吐|胃肠气胀,腹部,"内科,消化内科","    胃粘膜脱垂症（prolapse of gastric mucosa）是由于异常松弛的胃粘膜逆行突入食管或向前通过幽门管脱入十二指肠球部所致,临床上以后者多见。",胃粘膜脱垂症
肌性肌无力|肝肿大|脾肿大|其他症状,腹部,"内科,消化内科","    糖原累积病是一类由于先天性酶缺陷所造成的糖原代谢障碍疾病,根据欧洲资料，其发病率为 1/(2万～2.5万)。糖原合成和分解代谢中所必需的各种酶至少有 8种,由于这些酶缺陷所造成的临床疾病有12型，其中Ⅰ、Ⅲ,Ⅳ、Ⅵ、Ⅸ型以肝脏病变为主;Ⅱ,Ⅴ、Ⅶ型以肌肉组织受损为主。这类疾病有一个共同的生化特征,即是糖原贮存异常，绝大多数是糖原在肝脏、肌肉,肾脏等组织中贮积量增加。仅少数病种的糖原贮积量正常，而糖原的分子结构异常",糖原累积症(GDS)
