symptoms,body_part,clinic_department,description,medicine_name
肌性肌无力|恶心与呕吐|便秘|脱水|脊柱和四肢畸形,全身,"肾内科,急诊科","    近端肾小管酸中毒（PRTA）又称Ⅱ型肾小管酸中毒,其特点为：①当血中碳酸氢盐（HCO-3）浓度正常时肾小球滤过的HCO-3大部分被排出，HCO-3重吸收减少。②当血中HCO-3浓度降低到病人HCO-3肾阈值以下时,尿中排HCO-3很少。③严重代谢性酸中毒时尿pH可降至最低≤5.5，并可以排出可滴定的酸和铵",近端(Ⅱ型)肾小管性酸中毒
视力障碍|泪溢|咽痛|溃疡|疲劳|头痛|眩晕|咳嗽|啰音|恶心与呕吐,胸部,"呼吸内科,急诊科","    硫化氢（hydrogen sulfide）是具有刺激性和窒息性的无色气体,低浓度接触仅有呼吸道及眼的局部刺激作用，高浓度时全身作用较明显，表现为中枢神经系统症状和窒息症状,硫化氢具有""臭蛋样""气味，但极高浓度很快引起嗅觉疲劳而不觉其味。采矿,冶炼、甜菜制糖，制造二硫化碳,有机磷农药，以及皮革、硫化染料,颜料、动物胶等工业中都有硫化氢产生；有机物腐败场所如沼泽地、阴沟,化粪池、污物沉淀池等处作业时均可有大量硫化氢逸出，作业工人中毒并不罕见",硫化氢中毒
休克|头痛|昏迷|恶心与呕吐,全身,"消化内科,急诊科","    局部麻醉药包括普鲁卡因（procaine）,可卡因（cocaine）、利多卡因（lidocaine）、麻卡因（marcaine）,卡波卡因（carbocaine）、丙胺卡因（prilocaine）等，主要对中枢神经系统起抑制作用,但中毒时可引起中枢神经兴奋、心脏抑制、血管扩张等,从而出现有关症状。",局部麻醉药中毒
泪溢|咽痛|头痛|啰音|恶心与呕吐|肺水肿,全身,"呼吸内科,急诊科","硫化氢（hydrogen sulfide）是具有刺激性和窒息性的无色气体,低浓度接触仅有呼吸道及眼的局部刺激作用，高浓度时全身作用较明显，表现为中枢神经系统症状和窒息症状,硫化氢具有""臭蛋样""气味，但极高浓度很快引起嗅觉疲劳而不觉其味。采矿,冶炼、甜菜制糖，制造二硫化碳,有机磷农药，以及皮革、硫化染料,颜料、动物胶等工业中都有硫化氢产生；有机物腐败场所如沼泽地、阴沟,化粪池、污物沉淀池等处作业时均可有大量硫化氢逸出，作业工人中毒并不罕见",急性硫化氢中毒
鼻出血|休克|头痛|昏迷|腹泻|呼吸异常|恶心与呕吐|呕血与黑便|腹痛|黄疸,全身,"消化内科,急诊科","    磷的用途甚广,在制造火柴、焰火、爆竹,信号弹、某些合成染料、人造磷肥,杀虫剂、灭鼠药及医疗用药中，均应用磷,旧式火柴头药含有黄磷，剧毒。目前生产的日用火柴头药内无磷,但在有些火柴盒的边药中含赤磷40％左右。任何地方都可擦燃的硫化磷火柴的头药内含有三硫化四磷（P4S3）10％左右，有毒,多由于误服含磷的灭鼠药如磷化锌（zinc phosphide）所致，偶由吞食含黄磷的火柴头引起；若多次嚼食含磷化物或赤磷的火柴盒边，亦可出现中毒症状,赤磷中一般含有0.6％～1％黄磷。由于吸入黄磷烟雾或磷化氢中毒者甚少。",磷中毒
视力障碍|眼痛|头痛|眩晕|昏迷|步态异常,全身,"消化内科,急诊科","    甲醇（methyl alcohol）在工业上作为甲醛,塑料、胶片等的生产原料，并用于防冻剂及溶剂等,为无色易挥发的液体，气味与乙醇相似，极易溶于水和体液",甲醇中毒
胃肠气胀|肝肿大|脾肿大|黄疸,全身,"内科,消化内科","    黄曲霉素为分子真菌毒素,我国规定大米、食用油中黄曲霉毒素允许量标准为10ug/Kg，其他粮食,豆类及发酵食品为5ug/Kg。婴儿代乳食品不得检出。而世界卫生组织推荐食品,饲料中黄曲霉毒素最高允许量标准为15ng/kg。30～50ua/kg为低毒，50～100ug/kg为中毒,100～1000ug/kg为高毒，1000ug/kg以上为极毒。，其毒性为氰化钾的10倍,为砒霜的68倍。此外，黄曲霉毒素有很强的致癌性",黄曲霉素中毒(黄曲霉素食物中毒)
恶心与呕吐,腰部,"泌尿外科,肾内科","    本征为近端肾小管重吸收碳酸钠功能减退,致血中该盐降低，呈现高氯性酸中毒。由于近端小管重吸收碳酸钠减少,到达远端肾小管的碳酸钠增加，若超过后者的吸收阈限，尿碳酸钠增多,尿PH升高；若血中碳酸钠下降到一定程度，肾小管能将肾小球滤液中的碳酸钠完全吸收时，则尿可恢复酸性,尿PH可下降。此外，近端肾小管对葡萄糖,磷酸盐，尿酸，氨基酸重吸收也可下降,而表现为范可尼综合征。",II型肾小管性酸中毒(II型肾小管性酸中毒)
发热|头痛|腹泻|咳嗽|恶心与呕吐|腹痛,头部,"神经内科,传染科","    淋巴细胞脉络丛脑膜炎（lymphocytic choriomeningitis,LCM）系LCM病毒所致的急性传染病,本病的临床经过可有流行性感冒样症状至脑膜炎、脑炎等程度不等的表现。病程具自限性,预后良好。本病实为动物性的传染病，LCM病毒的天然宿主为褐家鼠",淋巴细胞脉络丛脑膜炎
头痛|眩晕|晕厥|瞳孔异常|呼吸异常|恶心与呕吐|胸痛|腹痛,头部,"神经内科,急诊科","    可拉明（coramine）,山梗菜碱（lobeline）在儿科应用较广，可因剂量过大或连续多次注射较大剂量而引起中毒。半边莲,山梗菜及其种子都含有山梗菜碱，内服过量亦可导致中毒。",中枢神经兴奋药中毒
瘫痪|颈肩痛|其他症状,颈部,"脑外科,急诊科","    颈椎椎体骨折的同时,伴有椎节严重脱位者，称为颈椎骨折脱位。这是一种典型的完全性损伤,在临床上并不少见，多伴有脊髓损伤，好发于颈4～5及颈6～7三个椎间隙",颈椎骨折脱位
发热|头痛|眩晕|昏迷|言语障碍|瞳孔异常|共济失调|黄疸|脊柱和四肢畸形,全身,"神经内科,急诊科","    巴比妥类（barbiturates）药物分为长效,中效、短效、超短效四类,儿科常用者有巴比妥、苯巴比妥，戊巴比妥和异戊巴比妥,司可巴比妥、硫喷妥钠等。一次进入这类药物5～10倍的催眠剂量,即可引起急性中毒；实际吸收的药量超过其本身治疗量的15倍时，则有致命危险。口服长效巴比妥＞6mg/kg,短效巴比妥＞3mg/kg，即可出现毒性反应。长期服用较大量的长效巴比妥类药物,较易发生蓄积中毒，肝、肾功能不良病儿尤易引起,静脉注射速度过快，可发生严重的中毒反应。",镇静、安定、催眠药中毒
休克|出汗异常|昏迷|低钠血症|其他症状,全身,急诊科,"    因过多的液体摄入但不补充钠所致的体力活动诱发的横纹肌痉挛,在高温(＞38℃)环境下，当出汗过多液体丢失而仅仅补充水时，体力活动后可发生中暑痉挛,该结果是钠，偶尔钾和镁的相对丢失之故。中暑痉挛常见于体力劳动者(如机房人员,炼钢工人，矿工)，穿防寒衣过度的登山或滑雪者,网球运动员和其他周末运动员，以及不适应热和干燥气候的人，后者蒸发快而使过多的出汗几乎不被发觉",中暑痉挛
头痛|昏迷|恶心与呕吐|腹痛,全身,"消化内科,急诊科","    真菌在环境中大量存在,分布广泛，粮食、食品,饲料等常被污染，其中有些菌株能产生真菌毒素（真菌的有毒代谢产物），很多种毒素具有毒性,致癌性、致突变性和致畸毒性。摄入后可引起人或家畜的急性或慢性真菌中毒症（mycotoxicosis）",真菌中毒症
