symptoms,body_part,clinic_department,description,medicine_name
昏迷|其他症状,头部,神经内科,"    昏迷即患者对刺激无意识反应,不能被唤醒，意识完全丧失，是最严重的意识障碍,是高级神经活动的高度抑制状态。颅内病变和代谢性脑病是常见二大类病因。",昏迷
不自主运动|其他症状,四肢,神经内科,"　　手足徐动症可见于多种脑病,特点为肢体远端游走性肌张力增高与减低动作，出现缓慢的如蚯蚓爬行的扭转样蠕动。",手足徐动症(指痉挛)
低血压|吞咽困难|男子性功能障碍|声音嘶哑|眼球震颤|共济失调|步态异常|腹泻|便秘|其他症状,全身,神经内科,"    Shy-Drager综合征(SDS)是一类以植物神经功能障碍为主的多系统萎缩疾病,其最突出的症状为病人取直立位时血压显著降低而引起全脑供血不足，病人头晕、眼花,甚至昏厥。","Shy-Drager综合征(特发性直立性低血压,神经源性体位性低血压，)"
便秘|出汗异常|步态异常|吞咽困难,全身,神经内科,"    帕金森病,是发生在中年以上常见的神经系统变性疾病。主要病变在黑质和纹状体通路，因多巴胺生成减少,导致静止性震颤、肌张力增高、运动迟缓",帕金森病(震颤麻痹)
其他症状|头痛|恶心与呕吐,头部,神经内科,"    偏头痛是一类有家族发病倾向的周期性发作疾病,表现为发作性的偏侧搏动性头痛，伴恶心、呕吐及羞明,经一段歇期后再次发病。在安静、黑暗环境内或睡眠后头痛缓解,在头痛发生前或发作时可伴有神经、精神功能障碍。",偏头痛
其他症状,,神经内科,"    神经梅毒为苍白密螺旋体(梅毒螺旋体)感染神经系统所引起的疾病,一般可分为无症状型、脑膜血管型和实质型(如脊髓痨、麻痹性痴呆),各型可合并存在。",神经梅毒
低血压|共济失调|步态异常|其他症状,头部,神经内科,"    遗传性共济失调是一组以慢性进行性小脑性共济失调为特征的遗传变性病,世代相传的遗传背景、共济失调表现及小脑损害为主的病理改变是其三大特征。",遗传性共济失调
头痛|眩晕,头,神经内科,"    枕大神经痛是指枕大神经分布范围内（后枕部）阵发性或持续性疼痛,也可在持续痛基础上阵发性加剧。",枕大神经痛
头痛|眩晕|其他症状,头部,神经内科,"    眩晕是老年患者临床常见症状之一,是一种运动性错觉(或幻觉)，是指患者在静止状态睁眼或闭目时，有动的感觉(或觉外物围绕自己在转,或觉自身在空间旋转)，年龄越大，发病率越高",老年眩晕
其他症状|低钾血症|高钾血症|步态异常|肌肉萎缩|肌性肌无力,,神经内科,"    周期性瘫痪是以周期性发作的迟缓性瘫痪为特点的肌肉疾病,多伴有钾离子代谢异常，以低钾性周期性麻痹最常见。",周期性瘫痪
感觉障碍|其他症状,,神经内科,"    末梢神经炎系由多种原因引起的多发性末梢神经损害的总称,表现为肢体远端对称性感觉、运动和植物神经功能障碍，故亦称多发性神经炎或多发性周围神经炎","末梢神经炎(多发性神经炎,多发性周围神经炎)"
紫绀|感觉障碍|雷诺现象|其他症状,四肢,神经内科,"　　雷诺综合征是血管神经功能紊乱所引起的肢端小动脉痉挛性疾病,以阵发性四肢肢端皮肤(主要是手指)对称的发白、紫绀和潮红为其临床特点，常为情绪激动或受寒冷所诱发",雷诺综合征(雷诺现象)
其他症状|肌性肌无力|呼吸异常|吞咽困难,全身,神经内科,"    重症肌无力是一种横纹肌神经肌肉接头点处传导障碍的自身免疫性疾病,以肌肉易疲劳晨轻暮重,休息后减轻为特点。常累及眼外肌、咀嚼肌,吞咽肌和呼吸肌。严重者球麻痹。",重症肌无力
步态异常|其他症状,全身,神经内科,    僵人综合征是一组以身体轴性肌肉僵硬伴疼痛的一组综合征,僵人综合征
排尿困难及尿潴留|神经痛|高颅压综合征|瘫痪|感觉障碍|恶心与呕吐|颈肩痛|其他症状,背部,神经内科,　　脊髓压迫症系指脊椎管占位病变压迫脊髓引起功能障碍的一组疾病,脊髓压迫症
头痛|身痛|其他症状,头部,神经内科,"    紧张性头痛又称为肌收缩性头痛,主要为颈部和头面部肌肉持续性收缩而产生的头部压迫感、沉重感，有的病人自诉为头部有“紧箍”感",紧张性头痛(紧张型头痛，肌收缩性头痛，精神肌源性头痛)
毛细血管扩张症|周围血管征,四肢,神经内科,"　　本病系以肢体远端阵发性血管扩张,皮温升高、肤色潮红和剧烈烧灼样疼痛为主征的一种植物神经系统疾病。",红斑性肢痛症
紫绀|言语障碍|感觉障碍|呼吸衰竭|混合型酸碱平衡紊乱,全身,"呼吸内科,心血管内科","    呼吸衰竭是由各种原因导致严重呼吸功能障碍,引起动脉血氧分压(PaO2)降低，伴或不伴有动脉血二氧化碳分压(PaCO2)增高而出现一系列病理生理紊乱的临床综合征。它是一种功能障碍状态,而不是一种疾病，可因肺部疾病引起也可能是各种疾病的并发症。",呼吸衰竭(呼衰)
步态异常|其他症状,全身,神经内科,"    脊髓亚急性联合变性是由于维生素B12缺乏引起的神经系统变性疾病,其临床表现以脊髓后索和侧索损害出现深感觉缺失、感觉性共济失调及痉挛性瘫痪为主，常伴周围神经损害而出现的周围性感觉障碍",脊髓亚急性联合变性(亚急性联合变性，维生素B12缺乏症)
其他症状|瘫痪|感觉障碍|肌肉萎缩,,神经内科,"    运动神经元病(MND)为一组原因不明,选择性地损害脊髓前角、脑干运动神经核，以缓慢进展行的神经系统变性性疾病,临床表现为肢体的上、下运动神经元瘫痪共存，而不累及感觉系统,植物神经、小脑功能为特征。",运动神经元病
出汗异常|瘫痪|感觉障碍|肌肉萎缩|呼吸异常|其他症状,全身,神经内科,"    多发性神经炎,以往称为末梢神经炎，是指各种不同病因引起的全身多数周围神经的对称性损害，主要表现为四肢远端对称性的感觉,运动和植物神经障碍，下运动神经元瘫痪和自主神经功能障碍的疾病。",多发性神经炎(多发性神经病)
癫痫和癫痫样发作|瘫痪|感觉障碍|其他症状,头部,神经内科,"    短暂性脑缺血发作指某一区域脑组织因血液供应不足导致其功能发生短暂的障碍,简称TIA。",短暂性脑缺血发作
其他症状|排尿困难及尿潴留|瘫痪|感觉障碍,背部,神经内科,"　　急性脊髓炎是非特异性炎症引起脊髓白质脱髓鞘病变或坏死,导致急性横贯性脊髓损害,也称为急性横贯性脊髓炎,以病损水平以下肢体瘫痪,传导束性感觉障碍和尿便障碍为临床特征。",急性脊髓炎(急性横贯性脊髓炎)
头痛,头部,神经内科,"    从集性头痛是较少见的一侧眼眶周围发作性剧烈头痛,有反复密集发作的特点。",丛集性头痛(偏头痛性神经痛，组胺性头痛，岩神经痛，蝶腭神经痛，Horton头痛等)
