symptoms,body_part,clinic_department,description,medicine_name
发热|少尿|急性肾衰竭|慢性肾衰竭|心悸|心律失常|心力衰竭|休克|紫绀|溃疡,全身,"内科,烧伤科","    烧伤后皮肤做为人体抵御微生物入侵的天然屏蔽被破坏,而且坏死的皮肤组织又是微生物生长繁殖的良好的“培养基”。因此，烧伤创面极易感染,近年来，由于烧伤休克救治水平的提高，休克死亡率明显下降,而烧伤感染却成为严重烧伤的主要死亡原因。烧伤感染的防治是烧伤治疗的关键。",烧伤感染
头痛|恶心与呕吐,头,烧伤科,"    本病是因头部接触高温,电击和化学物质等所造成的头皮及颅骨损伤。可因头部接触的时间、浓度,强度、部位及范围的不同，其损伤的轻重程度也不相同,临床上并不少见，但大宗报道不多。在应用保守治疗及抗生素问世之前,常因组织变性坏死及渗出，引起细菌感染，导致疾病恶化甚而危及生命,近代采用坏死组织切除，后行伤口减张缝合，转移皮瓣及植皮术,同时应用抗菌素治疗，疗效良好沿用至今。由于显微外科技术的进步,现已有人在行坏死组织彻底切除后，应用游离大网膜将其血管与头皮血管施行吻合术，取得了新的进展",头皮及颅骨烧伤
心悸|眩晕|晕厥|昏迷|感觉障碍,全身,烧伤科,"    电损伤在临床上有两类,其一是全身性损伤，称电击伤。其皮肤损伤轻微,电流进入体内立即传遍全身，主要损伤心脏，引起血液动力学剧烈改变,由此呈现心心悸、眩晕、意识障碍等,可发生电休克、甚至心跳呼吸骤停。急救使病人迅速脱离电源,施行复苏术。另一类是局部损伤，电流在其传导受阻的组织产生热力,造成组织蛋白凝固或炭化、血栓形成等，称电烧伤,而且电流传导路径的组织细胞（例如血管内皮），还可因电解作用受到损害，发生变质,坏死。电烧伤病人并非受全身性损伤，但因后者程序轻,只有一时性症状，恢复后局部损伤为主要问题。",电烧伤
心悸|心律失常|心力衰竭|心脏震颤|猝死,全身,"心血管内科,烧伤科","烧伤后心脏并发症与休克,应激、电解质紊乱及侵袭性感染有关，常见的有心律失常,心力衰竭、心肌梗塞、心肌炎等,心律失常有窦性心动过速、阵发性室上性心动过速、室性心动过速,窦性心动过缓、心房纤颤等，其中心窦心动过速最常见",心功能障碍
心律失常|休克|头痛|眩晕|昏迷|恶心与呕吐|胸痛|肺水肿,全身,烧伤科,"    化学烧伤（chemicalburns）的损害程度,与化学品的性质、剂量、浓度,物理状态（固态、液态、气态）,接触时间和接触面积的大小，以及当时急救措施等有着密切的关系。 化学物质对局部的损伤作用,主要是细胞脱水和蛋白质变性，有的产热而加重烧伤。有的化学物质被吸收后可发生中毒",化学烧伤
脓疱|休克|溃疡|囊肿|昏迷|急性呼吸窘迫综合征|脱水,全身,"消化内科,外科","    应激性溃疡是多发性外伤,严重全身性感染，大面积烧伤，休克,多器官功能衰竭等严重应激反应情况下发生的急性胃粘膜病变，是上消化道出血常见原因之一。应激性溃疡的病灶有4大特点：①是急性病变,在应激情况下产生；②是多发性的；③病变散布在胃体及胃底含壁细胞的泌酸部位，胃窦部甚为少见，仅在病情发展或恶化时才偶而累及胃窦部；④并不伴高胃酸分泌",应激性溃疡(烧伤应激性溃疡综合征)
呼吸异常|肺水肿|急性呼吸窘迫综合征,胸部,"呼吸内科,外科","    吸入性损伤是指吸入有毒烟雾或化学物质对呼吸道所致的化学性损伤,严重者可直接损伤肺实质。其多发生于大面积，尤其是伴有头面部烧伤患者",吸入性损伤
排尿困难及尿潴留|少尿|眼球内陷|休克|紫绀|晕厥|昏迷|脱水,全身,"内科,烧伤科","    烧伤后低血容量性休克是引起急性肾功能衰竭的主要原因,休克时入球动脉血压降低或血清钠减少，刺激肾球旁装置，产生大量肾毒,血管紧张素Ⅱ，使肾血管收缩，肾脏缺血缺氧,肾小球虑过率降低，出现少尿甚至无尿。",烧伤后急性肾功能衰竭
休克|昏迷|呼吸异常|身痛,全身,"外科,烧伤科","    “烧伤”可由热水,蒸气、火焰、电流,激光、放射线、酸,碱、磷等种因子引起。通常所称的或狭义的烧伤,是指单纯由高温所造成的热烧伤，在临床上常见。其他因子所致的烧伤则冠以病因称之,如电烧伤、化学烧伤等。",热烧伤
溃疡|身痛,全身,"外伤科,烧伤科","    冻疮在我国一般发生于冬季和早春,在长江流域比北方多见。因为长江流域冬季虽然气候较高于北方，但比较潮湿,且防寒措施不及北方地区。儿童常不顾防寒，故患冻疮者常见,故壕足和浸渍足过去多发生于战时，前者是长时间站立在1～10℃的壕沟内所引起，后者是站在冷水中所引起,在平时这两种冷伤也可在某种施工、水田劳动或部队执勤等情况下发生。",非冻结性冷伤
