symptoms,body_part,clinic_department,description,medicine_name
便秘|腹痛|身痛,腰部,肾内科,"    蹄铁形肾亦为较常见的一种先天畸形,每500～1000尸检中可见一例，男多于女，约为4：1,任何年龄都可发现，约有半数发生于30～40岁之间。",蹄铁形肾(马蹄肾)
少尿|血尿,腰部,肾内科,"    输尿管损伤约占所有泌尿生殖道损伤的1%,枪伤引起的贯通伤是最常见的原因.儿童在急骤减速时脊柱过伸可导致输尿管钝性损伤,通常见于机动车车祸.总的来说,医源性损伤是输尿管损伤最常见的原因,由输尿管镜,腹部子宫切除术或低位结肠切除时引起.输尿管损伤的并发症包括感染,瘘及狭窄.早期诊断和小心的输尿管重建非常重要,以减少并发症和保护肾功能.",输尿管损伤
血尿|血红蛋白尿|脓尿|乳糜尿|蛋白尿|肾病综合征|急性肾衰竭|慢性肾衰竭,腰部,肾内科,"    紫癜性肾炎（anaphylatic purpura nephritis）是指过敏性紫癜引起的肾脏损害,其病因可为细菌、病毒及寄生虫等感染所引起的变态反应，或为某些药物,食物等过敏，或为植物花粉、虫咬,寒冷刺激等引起。临床表现除有皮肤紫癜、关节肿痛,腹痛、便血外，主要为血尿和蛋白尿,多发生于皮肤紫癜后一个月内，有的或可以同时并见皮肤紫癜、腹痛,有的仅是无症状性的尿异常。如果蛋白丢失过多，亦可出现肾病综合征的表现,如果血尿、蛋白尿长期持续存在，亦可伴有肾功能减退,最后导致慢性肾功能衰竭。过敏性紫癜导致肾受累的比例为20%～100%，男性患者多于女性",紫癜性肾炎(过敏紫癜性肾炎)
血尿|血红蛋白尿|脓尿|乳糜尿|蛋白尿|肾病综合征|慢性肾衰竭,腰部,肾内科,"    肾病综合征（nephrotic syndrome,NS）它不是一独立性疾病，而是肾小球疾病中的一组临床症候群。",肾病综合征(肾综)
尿频伴尿急和尿痛|血尿|瘙痒,生殖部位,肾内科,    各种致病真菌感染尿路,尿路真菌感染
血尿|血红蛋白尿|脓尿|乳糜尿|蛋白尿|肾病综合征|急性肾衰竭|慢性肾衰竭,腰部,肾内科,"    隐匿性肾小球肾炎又称隐匿性肾小球疾病,以往称无症状性蛋白尿和（或）血尿；以轻、中度蛋白尿和（或）血尿、病程迁延为特点,多不伴有水肿、高血压及肾功能损害的一种疾病。","隐匿性肾小球肾炎(原发性隐匿性肾小球肾炎,隐匿性肾小球疾病)"
血尿|血红蛋白尿|脓尿|乳糜尿|蛋白尿|肾病综合征|急性肾衰竭|慢性肾衰竭,腰部,肾内科,"    膜性肾小球肾炎（membranous glomerulonephritis）是临床上以大量蛋白尿或肾病综合征为主要表现,病理上以肾小球毛细血管基底膜均匀一致增厚，有弥漫性上皮下免疫复合物沉积为特点，不伴有明显细胞增生的独立性疾病",膜性肾小球肾炎
发热|肾病综合征|慢性肾衰竭|高血压|腰背痛,腰部,肾内科,"    慢性肾盂肾炎是细菌感染肾脏引起的慢性炎症,病变主要侵犯肾间质和肾盂、肾盏组织。由于炎症的持续进行或反复发生导致肾间质,肾盂、肾盏的损害，形成疤痕,以至肾发生萎缩和出现功能障碍。平时病人可能仅有腰酸和（或）低热，可没有明显的尿路感染的尿痛,尿频和尿急症状，其主要表现是夜尿增多及尿中有少量白细胞和蛋白等。病人有长期或反复发作的尿路感染病史,在晚期可出现尿毒症。",慢性肾盂肾炎(肾盂肾炎)
少尿,腰部,肾内科,"    “肾前性”表示血管内容量不足引起肾灌注不良,肾血流量不足引起的肾功能衰竭。",肾前性肾功能衰竭(肾功能衰竭)
低钾血症|高钾血症|急性肾衰竭,腰部,肾内科,"    由肾毒物质引起的肾脏损害,常以肾毒物质的名称命名。随着工业发展，金属,冶炼业增多，化工原料、医药及各种农药的出现,增加了环境污染，使人群接触肾毒物的机会增加，中毒性肾病的发病率亦随之增长,肾毒物质引起的肾损伤，常表现为急性肾功能衰竭。由中毒性肾病所致的急性肾功能衰竭约占 5～25%,若处理恰当及时，肾功能可恢复正常。延误诊治可致死亡",中毒性肾病
